# key	english
Dialogues/bobUraniumMineAfterResearch4	There was indeed a Murricaville Uranium Co. here, founded some time before World War II, in the 1920s most probably.\nThey were manufacturing various products with uranium.
Dialogues/prepUraniumMineAfterResearch5	<voice type=surprise>\nProducts with uranium...?!
Dialogues/bobUraniumMineAfterResearch6	<voice type=acceptance>\nHa, yes. It was used to strengthen some kinds of steel. But also to color glass with pretty shades of green and yellow. And glowing in the UV light, too.\nThere were also some health products containing uranium and radium, did you know that?
Dialogues/prepUraniumMineAfterResearch7	<voice type=surprise>\nHealth products?! So people didn't know radiation is dangerous?
Dialogues/bobUraniumMineAfterResearch8	<voice type=acceptance>\nIt was not a common knowledge back then. I wouldn't recommend using a radium cream for your grooming routine, but uranium glass should be mostly harmless.\nEven mining uranium wasn't considered particularly dangerous back then, and nobody was interested in comparing cancer rates.
Dialogues/prepUraniumMineAfterResearch9	<voice type=question>\nRight... And were there also mining operations in Murricaville?
Dialogues/bobUraniumMineAfterResearch10	That's the fascinating part. There were, and the only logical option for this is... this mine.\nBut I don't really know where the uranium ore might be, perhaps you need to look for it.\nDuring Project Manhattan, when the military realized there are... those other uses for uranium than cool-looking glass, they seized the mine and unused uranium.\nBut the excavation here wasn't efficient enough, and the Oppenheimer guys used another mine eventually.
Dialogues/prepUraniumMineAfterResearch11	<voice type=question>\nSo what happened to this one?
Dialogues/bobUraniumMineAfterResearch12	Uranium excavation was discontinued. After inventing the atomic bomb, the government restricted civilian uses of uranium.\nBut you're a master explorer, maybe you'll still be able to find the parts of the mine that were used for it?
Dialogues/prepUraniumMineAfterResearch13	<voice type=thanks>\nThanks for all the information. I'll try.
Dialogues/prepSearchingForRadiatedPass1	Hmm, the instrument shows me there is some radiation in this spot.
Dialogues/prepSearchingForRadiatedPass2	<voice type=question>\nOh! What's this?
Dialogues/prepInspectDestroyedHazmat1	Protective clothing... I think it's some kind of an old hazmat suit. Way too damaged to use though.\nI will search the pockets.
Dialogues/prepInspectDestroyedHazmat2	<voice type=thanks>\nAnother elevator pass! That must be the way to another level of the mine!
Dialogues/prepRadiatedMushroomGrab1	<voice type=question>\nThis looks odd, even for mushroom standards.\n<voice type=order>\nThe counter shows it's radiated. I shouldn't keep it close to me for too long.
Dialogues/prepRadiatedMushroomGrab2	I don't know if there's any meaningful use of those. But I'll show them to Jenny, maybe she'll find it interesting. 
Dialogues/prepRadiatedMushroomTalk1	<voice type=greeting>\nHello, Jenny. I have some... curiosity for you to take a look at.
Dialogues/herbRadiatedMushroomTalk2	<voice type=greeting>\nOh, it's so nice of you to think about the old lady! Show me.
Dialogues/prepRadiatedMushroomTalk3	So I found this mushroom. I think it's mutated. Even more than that: currently radioactive.
Dialogues/herbRadiatedMushroomTalk4	<voice type=question>\nOh Buttercup, it's never just cute flowers with you, right? But it does sound interesting, let me take a look.\n<voice type=acceptance>\nYou're right, these are surely mutated. I've seen such specimen once, a friend living close to Three Mile Island sent it to me.\nI have an idea for a small experiment with this one. Please visit me later and maybe you'll get a small treat.
Dialogues/prepRadiatedMushroomTalk5	<voice type=acceptance>\nMysterious as always! I'll make sure to come back.
Dialogues/prepAntiRadiation1	<voice type=greeting>\nHello, Jenny! Have you managed to do something interesting with the mutated, radioactive mushroom?
Dialogues/herbAntiRadiation2	This might surprise you. I used it to make an extract that cleanses some of the radiation from your body.\nHere, take a sample.
Dialogues/prepAntiRadiation3	<voice type=thanks>\nIncredible! How does that work?
Dialogues/herbAntiRadiation4	<voice type=laugh>\nI can't tell you. But weird old ladies are also fit for the atomic age, Buttercup. \nAnyway, here's the recipe, if you need to make more.
Dialogues/prepAntiRadiation5	<voice type=thanks>\nThank you. I'm sure it's going to be useful.
Dialogues/prepOldGasMask1	This seems to be an old gas mask. \n<voice type=question>\nWere they trying to protect themselves with this?\nIt's a very incomplete radiation protection... But there's a good idea in it.\nIt would at least protect from inhaling radioactive particles.
Dialogues/prepOldGasMask2	I think I could make my own mask, better than this one.
Dialogues/prepUraniumMiningMachine1	<voice type=question>\nOh, and what's that? An excavator?\nIt sure would be great not to mine uranium by hand like its's 1930. Let's see if it's in working condition.
Dialogues/prepUraniumMiningMachine2	<voice type=thanks>\nWow, it seems to be working!\nNow I will be able to get uranium ore fast. The nuclear future looks bright.
Dialogues/prepUraniumMiningMachine3	Now I need to come up with a way of really using this resource.\n<voice type=question>\nMaybe I should ask Bob about a book on nuclear energy and engineering.
Dialogues/prepNuclearEngineering1	<voice type=greeting>\nHi, Bob. Last time I asked you about history, and today I'm looking for something more practical.\n<voice type=question>\nDo you have anything on nuclear engineering? Ways of producing nuclear energy?
Dialogues/bobNuclearEngineering2	<voice type=acceptance>\nI see your ambitions are increasing. Yes, I think I have something just for you.
Dialogues/bobNuclearEngineering3	Here you go. This book covers small-scale devices as well. Just, listen, Prepper, I'll say it once again.
Dialogues/prepNuclearEngineering4	<voice type=question>\nYes?
Dialogues/bobNuclearEngineering5	<voice type=disappointment>\nPlease don't blow us all up.
Dialogues/prepNeedNuclearRod	<voice type=negation>\nI need a nuclear rod for it.
Dialogues/prepUraniumMineSign	<voice type=question>\nA radiation symbol.\n<voice type=order>\nI should be careful here. And also about the objects taken from here.
Dialogues/prepElevatorShaftBlocked1	<voice type=negation>\nDoesn't work. 
Dialogues/prepElevatorShaftBlocked2	Elevator shaft seems to be collapsed.\nLooks like it's the end of the mine and there's nothing more below.
Dialogues/scientistGiveQuestStage1	TEMP TEXT GIVE QUEST 1
Dialogues/scientistGiveQuestStage2	TEMP TEXT GIVE QUEST 2
Dialogues/scientistGiveQuestStage3	TEMP TEXT GIVE QUEST 3
Dialogues/scientistGiveQuestStage4	TEMP TEXT GIVE QUEST 4
Dialogues/scientistNoItem1	TEMP TEXT NO ITEMS 1
Dialogues/scientistNoItem2	TEMP TEXT NO ITEMS 2
Dialogues/scientistNoItem3	TEMP TEXT NO ITEMS 3
Dialogues/scientistNoItem4	TEMP TEXT NO ITEMS 4
Dialogues/scientistCompleteQuestStage1	TEMP TEXT COMPLETE QUEST 1
Dialogues/scientistCompleteQuestStage2	TEMP TEXT COMPLETE QUEST 2
Dialogues/scientistCompleteQuestStage3	TEMP TEXT COMPLETE QUEST 3
Dialogues/scientistCompleteQuestStage4	TEMP TEXT COMPLETE QUEST 4
Dialogues/scientistRandomTalk1	TEMP TEXT RANDOM TALK 1
Dialogues/scientistRandomTalk2	TEMP TEXT RANDOM TALK 2
Dialogues/scientistRandomTalk3	TEMP TEXT RANDOM TALK 3
Dialogues/scientistRandomTalk4	TEMP TEXT RANDOM TALK 4
Dialogues/scientistRandomTalk5	TEMP TEXT RANDOM TALK 5
Dialogues/prepGasMask1	<voice type=question>\nExcuse me, can I ask why are you wearing this gas mask?\nNo one else seems to be doing it here.
Dialogues/sleep1GasMask2	<voice type=disappointment>\n...
Dialogues/prepGasMask3	It's a very old design.\nI doubt it still works.\n<voice type=question>\nWhat exactly are you protecting yourself from?
Dialogues/sleep1GasMask4	Uhm... It's harder to breathe in it... \nSo it helps me to stay awake.\nDifferent people have different methods, you know.
Dialogues/prepGasMask5	<voice type=acceptance>\nOkay, I see.\n<voice type=question>\nAre you maybe willing to sell it?
Dialogues/sleep1GasMask6	<voice type=disappointment>\n...
Dialogues/prepGasMask7	<voice type=question>\nWhat about trading it for something else?
Dialogues/sleep1GasMask8	Well... Come to think of it, it's not comforable to wear it all the time. \nIf you have something that would keep me awake better than this... Then maybe.
Dialogues/prepGasMask9	<voice type=acceptance>\nI may have an idea. I'll get back to you.
Dialogues/prepGasMaskRecive1	Here you are. Just take it from time to time.\nMuch more pleasant than the gas mask.
Dialogues/sleep1GasMaskRecive2	<voice type=question>\nAnd it will help me to stay awake?
Dialogues/prepGasMaskRecive3	Yes. It helps me just fine.
Dialogues/sleep1GasMaskRecive4	<voice type=acceptance>\nDeal.
Dialogues/lemonTest1	Test
Dialogues/lemonRandomCall1	Lemonade for sale!
Dialogues/lemonRandomCall2	Lemonade! Lemonade!
Dialogues/lemonRandomCall3	Cheapest lemonade in town!
Dialogues/lemonRandomCall4	Buy lemonade! Support local businesses!
Dialogues/lemonRandomCall5	Buy lemonade, support your local girl scouts!
Dialogues/lemonRandomCall6	Bless the President, buy the lemonade!
Dialogues/lemonRandomCall7	Every good citizen buys lemonade! Buy lemonade!
Dialogues/lemonRandomCall8	Lemonade!
Dialogues/lemonRandomCall9	Buy the president, bless the lemonade! Uhh, wait...
Dialogues/lemonRandomCall10	When life gives you mushrooms, drink lemonade!
Dialogues/lemonRandomCall11	Lemonade, lemonade! Support the Girl Scouts of Murricaville!
Dialogues/lemonRandomTalk1	<voice type=question>\nOh, how I miss summer camps with my fellow scouts in the wildernesses of Nevorado! Or was it Texizona? Wait...
Dialogues/lemonRandomTalk2	<voice type=disappointment>\nThree, four, five... Gosh, not so much today. This won't help my dad much.
Dialogues/lemonRandomTalk3	<voice type=question>\n"Should auld acquaintance be forgot, and never brought to mind?"
Dialogues/lemonRandomTalk4	<voice type=question>\nThe people in the town used to be nicer, and the animals in the woods more friendly.\nOr is it just me growing up?
Dialogues/lemonRandomTalk5	<voice type=question>\nMaybe I should sell different products. Would people want to buy origami atomic mushrooms?
Dialogues/lemonRandomTalk6	<voice type=thanks>\nI miss campfires at summer camps. Singing, watching fireflies, stars, glowing oval things shooting through the night sky, eating marshmallows.
Dialogues/lemonRandomTalk7	<voice type=upset>\nWe used to sing a lot of different songs with my troop. Somehow I remember only the ones about the President.
Dialogues/lemonRandomTalk8	I'd like to have a pet wolf, but I'm afraid my father won't let me.
Dialogues/lemonRandomTalk9	I hope the money from the stand really helps my dad.
Dialogues/lemonRandomTalk10	<voice type=disappointment>\nGosh, I'm so bored here.
Dialogues/lemonRandomTalk11	<voice type=laugh>\nI remember one time we were hiking up a mountain. Chloe from the Bears almost fell from a cliff! It was so much fun!
Dialogues/lemonRandomTalk12	<voice type=disappointment>\nI wish there were more kids my age in Murricaville.
Dialogues/lemonRandomTalk13	<voice type=question>\nOn the east there is: the Atlantic Ocean, the Carribean Sea, the Bay of... Bay of... gosh, what was that?
Dialogues/lemonRandomTalk14	<voice type=laugh>\nI've found such a good place to hide for the hide and seek game! But who will play with me?
Dialogues/lemonRandomTalk15	<voice type=laugh>\nWhat if we just all started blowing bubbles, and covered the whole street with bubbles? The whole town? 
Dialogues/lemonFirstInteraction1	Hello, dear customer! I have delicious lemonade! Do you want a free sample?
Dialogues/prepFirstInteraction2	Oh, an interesting business strategy! Sure, I'll have a sip.
Dialogues/prepFirstInteraction3	It's very tasty!
Dialogues/lemonFirstInteraction4	Cool! So you'll become a regular now! What's your name, dear customer?
Dialogues/prepFirstInteraction5	I'm Mr. Prepper. Nice to meet you. Are you from around here?
Dialogues/lemonFirstInteraction6	Yes! Proudly representing the Girl Scouts of Murricaville! \nEven if our group is not too active these days. But I hope we'll get back at our feet again!\nMaybe with the funds from the lemonade sale! After I support my struggling dad though.
Dialogues/prepFirstInteraction7	So I wish you luck with the sale! I might stop by sometimes.
Dialogues/lemonUnlockExpedition1	<voice type=greeting>\nHello, Mr. Prepper. I have noticed you roam around a lot.\n<voice type=question>\nBusy life? Or... you're looking for something?
Dialogues/prepUnlockExpedition2	<voice type=order>\nHm... yes, I need to be on the move a lot because of my... because of my work.
Dialogues/lemonUnlockExpedition3	Well, my lemonade business is going great, but I need to expand.\n<voice type=order>\nMaybe I can help? I know a lot about the area here!
Dialogues/prepUnlockExpedition4	<voice type=negation>\nLook, kid, I think my line of work is too dangerous for you.
Dialogues/lemonUnlockExpedition5	<voice type=question>\nBut please?
Dialogues/prepUnlockExpedition6	<voice type=negation>\nNo.
Dialogues/lemonUnlockExpedition7	<voice type=order>\nI'm a scout! I have earned Danger Detection and Predator Avoidance badges!
Dialogues/prepUnlockExpedition8	<voice type=question>\nWhy would you have a Predator Avoidance badge in your... Ah, nevermind.
Dialogues/lemonUnlockExpedition9	<voice type=disappointment>\nGive me a challenge, please! It's boring here in the lemonade stand.
Dialogues/prepUnlockExpedition10	<voice type=order>\nEhrm, fine. Go to the forest and bring me some blueberries. Just don't go too deep!\nIn return, I'll... buy a big, big cup of lemonade from you!
Dialogues/lemonUnlockExpedition11	<voice type=acceptance>\nYes, sir! Blueberries coming right up!\n<voice type=question>\nWhere exactly should I go then?
Dialogues/lemonUnlockPowerPlant1	<voice type=greeting>\nPsst... Hey, Mr. Prepper! I have a special new offer! For my bestest VIP customers only!
Dialogues/prepUnlockPowerPlant2	<voice type=question>\nAnd that would be me...?
Dialogues/lemonUnlockPowerPlant3	Oh, Mr. Prepper! Of course I mean you! No other customer talks to me this much!
Dialogues/prepUnlockPowerPlant4	Okay, let's see where this is going.\n<voice type=question>\nDo you have a new lemonade flavor or something?
Dialogues/lemonUnlockPowerPlant5	<voice type=negation>\nNo!\nSomething veeery valuable, and what scouts are trained to gather.\n<voice type=order>\nR E C O N!\n<voice type=order>\nI N F O R M A T I O N!
Dialogues/prepUnlockPowerPlant6	Right... I guess I have nothing to lose.
Dialogues/lemonUnlockPowerPlant7	It will cost you only a thousand dollars!
Dialogues/prepUnlockPowerPlant7	<voice type=negation>\nWhat? No.
Dialogues/lemonUnlockPowerPlant8	<voice type=upset>\nOh, but Mr. Prepper, it's really a bargain!\nOkay, for the bestest VIP customer, I will give you my final offer!\nFor the next ten minutes, I give the information as a bonus to a cup of lemonade.\n<voice type=laugh>\nAre you accepting the deal, Mr. Prepper? Clock is ticking! Tick-tock!
Dialogues/prepUnlockPowerPlant9	<voice type=question>\nYou just really, really want to tell me something, don't you?
Dialogues/lemonUnlockPowerPlant10	...\n<voice type=surprise>\nJust listen! I found a BIG abandoned building! Concrete! Industrial! BIG chimneys! \nIt looks cool! But has a funny smell around.
Dialogues/prepUnlockPowerPlant11	<voice type=thanks>\nThis is interesting indeed. Thank you, kid.
Dialogues/lemonBuy1	<voice type=thanks>\nThank you for supporting girl scouts, Mr. Prepper!
Dialogues/lemonBuy2	<voice type=thanks>\nThank you, Mr. Prepper! My dad... I mean, the girl scouts will be thankful!
Dialogues/lemonBuy3	<voice type=thanks>\nGosh, thanks a lot! The money goes for a good cause!
Dialogues/lemonBuy4	<voice type=thanks>\nThank you for supporting your local scouts!
Dialogues/lemonBuy5	<voice type=thanks>\nThank you! And don't forget to come for more!
Dialogues/lemonFreeSmaple	Enjoy your drink, Mr. Prepper!\nIt's on the house.
Dialogues/scientistNextQuest1	I have another request for you, Mr. Prepper.
Dialogues/scientistNextQuest2	Will you do me a favor, Mr. Prepper?
Dialogues/scientistNextQuest3	<voice type=question>\nWould you help me again, Mr. Prepper?
Dialogues/scientistFetchTemplate	
Dialogues/scientistFetchItem1	Imma need $x$.
Dialogues/scientistFetchItem2	My work demands $x$.
Dialogues/scientistFetchItem3	Find $x$ for me.
Dialogues/scientistFetchItem4	Bring me $x$, will ya?
Dialogues/scientistPromiseReward1	Bring it to me and I'll tell you some of my scientific secrets. For real!
Dialogues/scientistPromiseReward2	This will help us make progress.
Dialogues/scientistPromiseReward3	This will be another step towards scientific excellence.
Dialogues/scientistEndQuestThanks1	<voice type=thanks>\nThanks, man, that's exactly what I needed.
Dialogues/scientistEndQuestThanks2	<voice type=thanks>\nGood job, Mr. Prepper, I will use it for the good of Murricaville.
Dialogues/scientistEndQuestThanks3	<voice type=thanks>\nThank you, man! One step closer to making Murricaville prosperous.
Dialogues/scientistEndQuestThanks4	<voice type=thanks>\nThank you for your service for scientific and engineering advancement! I'll try to keep it awesome.
Dialogues/scientistEndQuestThanks5	<voice type=thanks>\nI am grateful for your contribution. Will do something cool with it.
Dialogues/scientistEndQuestThanks6	<voice type=thanks>\nThanks for adding this small brick to the great edifice of science. You're the best.
Dialogues/scientistEndQuestReward1	Catch your reward.
Dialogues/scientistEndQuestReward2	Take a look at this blueprint. It might blow your mind.
Dialogues/scientistEndQuestReward3	Take a look at this, it's dope.
Dialogues/scientistEndQuestReward4	Here, accept this small reward for your efforts. Pretty sure you'll dig it.
Dialogues/scientistEndQuestReward5	Take this as a sign of your participation in the steady march of progress. Keep up the good work y'all.
Dialogues/scientistEndQuestReward6	Awesome, man. Here's a small thank you for taking part in this great work.
Dialogues/prepNotEnoughtMoney	I don't have enough money.
Dialogues/scientistFirstEncounter1	<voice type=surprise>\nWho's there?\n<voice type=order>\nYou better get out of here.\nThere are wicked snakes everywhere around!
Dialogues/prepFirstEncounter2	Yes, I noticed!\n<voice type=negation>\nBut the snakes are no more.\n<voice type=greeting>\nAnd people call me Mr. Prepper.
Dialogues/scientistFirstEncounter3	<voice type=question>\nMr. Prepper, huh? Sounds familiar.\nWait a sec.
Dialogues/scientistFirstEncounter4	<voice type=thanks>\nThanks, man.\n<voice type=greeting>\nI am Dr. Edward.\n<voice type=thanks>\nBless the President, y'all.\nI've been stuck this place for a while and my rations have almost run out already.
Dialogues/prepFirstEncounter5	<voice type=question>\nDid you just say...?
Dialogues/scientistFirstEncounter6	<voice type=acceptance>\nThank you? Yeah, I've been trapped in here for a couple of weeks, happy to be out now.\nThe food issue was troubling, but what really blew was the fact I needed to interrupt my work.
Dialogues/prepFirstEncounter7	I'm glad you're ok then.\n<voice type=question>\nThose snakes were... different that I'm used too.
Dialogues/scientistFirstEncounter8	Ah, yes. It's because of elevated radiation in the area. They're just a bit mutated.\n<voice type=question>\nTo be expected around here, really. Did the bastards bite you, Mr. Prepper?\nThis species is not venomous, but the radiation might be an issue.\nI have something to fix you up with: a concoction made of irradiated mushrooms.\n<voice type=laugh>\nI almost started eating them raw when rations were running out! That would not be a good idea though.\nBut they're helpful when processed into an extract. Take this, it will be useful.
Dialogues/prepFirstFetchQuest1	<voice type=question>\nWhat are you doing in here exactly?
Dialogues/scientistFirstFetchQuest2	Ah, just working for the advancement of science and engineering. And for the good of our beautiful Murricaville.\n<voice type=thanks>\nBless the Murricaville and its people.
Dialogues/prepFirstFetchQuest3	<voice type=question>\nRight. And the science and engineering you do is...?
Dialogues/scientistFirstFetchQuest4	<voice type=question>\nOkay, did you notice the electricity going off randomly? \nOur town needs a better, more efficient and more stable source of energy. And I'm gonna provide it.
Dialogues/prepFirstFetchQuest5	<voice type=question>\nSo I'm guessing this is a nuclear power plant?
Dialogues/scientistFirstFetchQuest6	<voice type=thanks>\nBingo! \nNow that I can finally work again without worrying about food and predators, I just need a couple of days and the plant will be running as new.\nThere is just... one issue.
Dialogues/prepFirstFetchQuest7	<voice type=question>\nI know. Radioactive pollution spilling over, influencing the local wildlife and throwing the whole ecosystem off balance?
Dialogues/scientistFirstFetchQuest8	<voice type=negation>\nWhat? No.\nI'm running out of resources.\n<voice type=question>\nWould you lend me a hand, Mr. Prepper? \n<voice type=thanks>\nFor the good of our glorious town.
Dialogues/prepFirstFetchQuest9	<voice type=disappointment>\nUmm, yeah, I guess...?
Dialogues/scientistFirstFetchQuest10	<voice type=order>\nTake this.
Dialogues/scientistFirstFetchQuest11	Look for anything radiated and bring it to me, I might be able to use it as nuclear fuel.\n<voice type=thanks>\nI won't rest until I make Murricaville a better place! Even better! 
Dialogues/prepFirstFetchQuest12	<voice type=acceptance>\nOkay. I guess it won't hurt to see where this is going.
Dialogues/scientistFirstFetchQuestComplited1	Ah, perfect.\n<voice type=thanks>\nThank you, Mr. Prepper, this will be very useful.
Dialogues/scientistFirstFetchQuestComplited2	Alright! Next I'm going to need...
Dialogues/prepFirstFetchQuestComplited3	<voice type=negation>\nWait a second.
Dialogues/scientistFirstFetchQuestComplited4	<voice type=question>\nYes?
Dialogues/prepFirstFetchQuestComplited5	<voice type=order>\nListen, Edward. You are working on activating a nuclear power plant.\n<voice type=order>\nIt's extremely dangerous if you don't have impeccable security systems.
Dialogues/scientistFirstFetchQuestComplited6	<voice type=question>\nRelax, Mr. Prepper. \nThere is some risk. But what's a little risk in comparison to the greater good of the whole Murricaville?
Dialogues/prepFirstFetchQuestComplited7	<voice type=question>\nAren't you afraid of harming the town accidentally instead?
Dialogues/scientistFirstFetchQuestComplited8	<voice type=negation>\nNah, I got this, trust me.\nThe worst case scenario is that some local fauna and flora gets a bit spicy.
Dialogues/prepFirstFetchQuestComplited9	<voice type=disappointment>\n...\nYou know what, I helped you out a bit, but I'm done.\nI have my own problems to take care of.
Dialogues/scientistFirstFetchQuestComplited10	<voice type=acceptance>\nAlright.
Dialogues/scientistFirstFetchQuestComplited11	It's a bummer though.\nI was about to share with you this blueprint for a hazmat backpack.
Dialogues/scientistFirstFetchQuestComplited12	I happen to possess knowledge of all kinds of equipment and machinery that could prove essential to surviving a catastrophic scenario.
Dialogues/prepFirstFetchQuestComplited13	<voice type=disappointment>\nEh...\n<voice type=acceptance>\nAlright, let's be clear - I still don't trust you, but you got my attention.
Dialogues/scientistFirstFetchQuestComplited14	<voice type=thanks>\nSmart. Here, take a look at this blueprint. \n<voice type=thanks>\nYou'll do as you please, of course. But if you reconsider, I will have other requests for you, and more knowledge to share!
Dialogues/scientistSecondFetchQuest1	<voice type=question>\nSo, Mr. Prepper, how do you like the Hazmat Backpack?
Dialogues/prepSecondFetchQuest2	I'd prefer a hazmat suit.\nBut looks good anyway, should come in handy.
Dialogues/scientistSecondFetchQuest3	<voice type=question>\nAwesome! Wanna take up another task? For progress and all?
Dialogues/prepSecondFetchQuest4	<voice type=acceptance>\nYeah, I suppose I do.\nIt's just... I figured it's better to keep an eye on you, in case you're on track of getting us all blown up.\nThis seems to be a common danger here in the town, now that I think of it.
Dialogues/scientistSecondFetchQuest5	<voice type=negation>\nI'd never! I have everything well in hand!\nAnd it's cool we can get our cooperation going again.
Dialogues/scientist_NuclearMaterial	Look around just anywhere, Mr. Prepper.\nIt's not only me, Murricaville had more occasions to be exposed to radioactivity throughout its history.\nYou'd be surprised how many irradiated objects lie around EVERYWHERE.\nI'm pretty sure you will find some in no time.
Dialogues/scientist_AlienIncubator	<voice type=question>\nTrouble with this one? Have you had any contact with the extraterrestrials?\nThey do exist, yes.\nI've even dissected some of them in the old days. I'm not much into xenobiology though, it bores me.\nBut their technology! A completely different, awesome thing.\nWe used some of their tech to shoot them from the sky, and then we'd retrieve more tech. \nAnyway, find a UFO wreckage, and if you get lucky, you may find an incubator in there.\nI need one. Whatever was growing inside, you can throw away, I just want an incubator.
Dialogues/scientist_AtomicWaste	<voice type=question>\nNo more nuclear waste around here? Hm.\nThey used to dump it deep into the ground. I'd reckon an abandoned mine would be perfect for this.
Dialogues/scientist_Mannequin	Here, I meant specifically a mannequin used in an atomic bomb test. Like a crash test dummy, but for nukes.\nA long time ago, some nuclear tests were performed in the desert, relatively far from here.
Dialogues/scientist_OldGasMask2	<voice type=question>\nMaybe you'll find the masks in some place where dangerous materials were involved?\n<voice type=question>\nA mine, perhaps? And maybe someone uses them still?
Dialogues/scientist_RadioactivePlant	A rare species of plant, with some special effects thanks to radioactivity. \nSome specimens are to be found deep in the forest.\nJust go as far as you can.
Dialogues/scientist_RadioactiveClothes	A hazmat suit? Absolutely vital if you plan to walk through irradiated zones without melting. You won’t just find one lying around — you’ll have to craft it yourself.
Dialogues/scientist_Tektite	<voice type=question>\nTrinitite? \nIt's this kind of rock that is being created during nuclear explosions in the desert.\nI'm sure some is still left from the earlier nuke-happy times.
Dialogues/scientist_BlueberrieRadioactive	<voice type=question>\nBlueberries. Where might they be? Where do you find them usually?
Dialogues/scientist_GuaranaRadioactive	<voice type=question>\nIt's a bit funny there's guarana to be found in Murricaville, ain't it? It must be an invasive species.\nThen again, I was never much into biology, too messy. For what it's worth, they might just be mutated strawberries.\nBut I have an inkling that radioactive guarana might be especially useful to me. 
Dialogues/scientist_RadiatedRatMeat	Find a green glowing rat. Hard to mistake it for anything else really.\nJust kill it and bring it too me. \n<voice type=laugh>\nGood luck!
Dialogues/scientist_RadiatedSnakeMeat	Some of the snakes are green and glowing. They would make for a great party accessory were they not so unwieldy. \nKill one and bring it to me. Not for fun, for science, of course.\n<voice type=laugh>\nGood luck!
Dialogues/scientist_RadiatedWildMeat	You may find a green glowing wolf where other wolves appear as well.\nKill it and bring it too me, I have an idea what I might extract from it.\n<voice type=laugh>\nGood luck!
Dialogues/scientist_UraniumGlass	<voice type=question>\nI think you might find some uranium glass in an uranium mine?\nBut you can also try the junkyard, some dumbass could have thrown it away not having recognized its value.
Dialogues/scientist_Uranium	It used to be excavated in uranium mines, also here in the region.\nI bet there is one nearby, but I don't know where exactly.
Dialogues/scientist_NuclearRod	A nuclear rods? Now we're talking serious power. It’s refined uranium, spun into purity by a centrifuge and shaped into a perfect little stick of energy. 
Dialogues/scientist_UraniumMushroom	Irradiated mushrooms. Very important for my next scientific project. No other reason.\n<voice type=question>\nWhere to find them? I bet those that are underground could retain more radioactivity.\nThere are some in the overgrown cooling tower around here, but I doubt it will be enough. 
Dialogues/scientistStage1Complited	<voice type=thanks>\nI am happy to announce I finally have enough resources to activate this power plant in its full power!\n<voice type=thanks>\nFrom tomorrow on, Murricaville would never have to worry about electricity!\n<voice type=thanks>\nBless the President, y'all! Glory to progress!
Dialogues/scientistWait	I am in the middle of some calibrations.\nCome back tomorrow, will ya.
Dialogues/prepNextDayOnPowerPlant1	<voice type=question>\nHmm, it's closed now?\nI wonder why...\nThe air feels odd.
Dialogues/prepNextDayOnPowerPlant2	There is a lot of background radiation in the area.\n<voice type=question>\nWhat did he do?
Dialogues/prepNextDayOnPowerPlant3	<voice type=surprise>\nOh, no...
Dialogues/scientistStage2Start1	<voice type=greeting>\nOh, Mr. Prepper, you are finally here!
Dialogues/prepStage2Start2	<voice type=upset>\nYes... And I almost got killed. Again. 
Dialogues/scientistStage2Start3	I've heard animal noises outside, they sound agitated. \nI might have messed up a bit and a small amount of radiation got released during the stress test of a reactor.\nBut I don't think there is a causal connection between the two phenomena, the release of ionizing particles...
Dialogues/prepStage2Start4	<voice type=question>\nWait, get back to the previous sentence. What do you mean "a small amount of radiation"?
Dialogues/scientistStage2Start5	Umm... My estimate would be some... 400 petabecquerels... So far.
Dialogues/prepStage2Start6	<voice type=negation>\nThat's bad.
Dialogues/scientistStage2Start7.1	It's... quite high, yes.\n<voice type=thanks>\nBut Mr. Prepper, it's so awesome!
Dialogues/scientistStage2Start7.2	<voice type=thanks>\nJust look at it!
Dialogues/scientistStage2Start8.1	<voice type=thanks>\nWith this technological feat, Murricaville harnesses the power of atom!
Dialogues/scientistStage2Start8.2	And on top of that, I have enough spare energy for my next project.
Dialogues/prepStage2Start9	<voice type=disappointment>\n...I'm afraid to ask.
Dialogues/scientistStage2Start10	<voice type=negation>\nOh, don't worry! It's completely harmless.
Dialogues/scientistStage2Start11	I want to fix this electrical switchgear. 
Dialogues/scientistStage2Start12	I can already redirect energy to residential areas of the town, but if I fix this, I'll have way more options.
Dialogues/prepStage2Start13	<voice type=question>\nFor example?
Dialogues/scientistStage2Start14	<voice type=thanks>\nThe local dam!\nIt's all messed up. But with a stable source of energy it will work like a charm.
Dialogues/prepStage2Start15	Mhm. Surprising as it is, it actually does sound quite harmless.\n<voice type=question>\nBut can we do anything about the radiation that has already leaked?
Dialogues/scientistStage2Start16	Oh, yes, here, suit yourself.
Dialogues/prepStage2Start17	I think it'll be fine, personally. I mean the environment around.
Dialogues/scientistStage2Start18	Oh, sure! I don't care that much.\n<voice type=acceptance>\nI'll deal with that eventually, don't you worry, Mr. Prepper!\n<voice type=thanks>\nBless the President, y'all! Glory to progress!
Dialogues/prepStage2FirstQuest1	<voice type=question>\nI assume you have another request for me?
Dialogues/scientistStage2FirstQuest2	Oh, sure, not a dull moment around here.\nThere might be something just for you.
Dialogues/scientistStage2FirstQuest3	First of all, I have this Crane Machine all set.
Dialogues/scientistStage2FirstQues4	There is a substantial amount of radioactive waste upstairs. And also some regular junk which is now radioactive.\nSome of it is... potentially dangerous. I intended to deal with it before, but something always got in the way.\nWith this Crane Machine you can safely... relatively safely extract the items from the room upstairs.
