# source	term	english
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSweatpantsBlue	For when you need comfort, but also don't shy away from the striking, modern look.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SweatpantsRed	Sweatpants - Red
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSweatpantsRed	For when you need comfort, but also don't shy away from the striking, modern look.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CargoPantsBlack	Cargo Pants - Black
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCargoPantsBlack	Pants for practical, down-to-earth-preppers.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CargoPantsRottenGreen	Cargo Pants - Olive Green
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCargoPantsRottenGreen	Pants for practical, down-to-earth-preppers.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CargoPantsMoroKhaki	Cargo Pants - Camo
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCargoPantsMoroKhaki	Pants for practical, down-to-earth-preppers.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RegularBlackJeans	Regular Black Jeans
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRegularBlackJeans	A slight modification of the tried and tested Mr. Prepper's attire.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CapBob	Blue Baseball Cap
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCapBob	Inspired by the rebellious look of a certain mine keeper.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CapBlackPrepper	Black Baseball Cap
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCapBlackPrepper	For people doing mindblowing things.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CapAsh	Red Baseball Cap
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCapAsh	Tracking and hunting animals just somehow feels better in this cap.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CowboyHatJoe	Brown Cowboy Hat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCowboyHatJoe	Sometimes you just gotta channel your local conspiracy theorist.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CowboyHatWhite	White Cowboy Hat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCowboyHatWhite	Don't be shy, the world is probably ending anyway.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BlackGlasses	Black Shades
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBlackGlasses	Mysterious.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Glasses	Grey Shades
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGlasses	When you want to be mysterious, but you also want to see something.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FishTemptationTechniques	Fish Luring Companion Guide
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFishTemptationTechniques	Get to know the intricacies of fish luring! With the help of knowledge from this book, the fish will come swarming to you.\n
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GroundbaitVirtuoso	Baits of Excellent Quality 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGroundbaitVirtuoso	Learn the expert tips to catch the rarest of fish.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MaintenanceOfTheFishermansEquipment	Fisherperson's Guide to Equipment Maintenance
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMaintenanceOfTheFishermansEquipment	Untangle all the lines, hooks, tackles and rods with this handy guide! It will surely help to keep your equipment in shape.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CarAutopilotChip1	Car Autopilot AI Chip
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCarAutopilotChip1	Sit back and enjoy! Allows to upgrade the car with an autopilot function. Consumes a bit more fuel.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CarAutopilotChip2	Solar Panels for Cars with AI Chip
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCarAutopilotChip2	Solar power! Adds solar panels to your car. With this upgrade, your autopilot will no longer use extra fuel.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Reoiler	Oil Refiller
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesReoiler	Automatically refills oil in the refinery.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WolfFootprints	Animal pawprints
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Hole	Hole in the barn
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HumanFootprints	Human footprints
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MazeCube	A hay cube you can shoot at, color-coded. Is it used for a game of sorts?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FishingBridge	Fishing pier
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Castle	Castle decoration
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCastle	Aquarium decoration item in the shape of castle. For when you want to achieve militant yet romantic style of your fish tank.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Rocket	Rocket decoration
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRocket	Rocket decoration for your aquarium. Perhaps it will inspire one of your fish to dream of a world without rules and regulations.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SmallRocks	Small rocks
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSmallRocks	Small decorative rocks for your aquarium. Fish love that stuff.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Seaweed	Seaweed decoration
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSeaweed	Decorative seaweed for your aquarium. A timeless classic.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Shell	Shell decoration
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesShell	Decorative shell for your aquarium.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Ship	Ship decoration
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesShip	Decorative ship for your aquarium. Evokes feelings of greatness long lost.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Starfish	Starfish decoration
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesStarfish	Starfish-shaped aquarium decoration. Please don't break the arms, they probably won't grow back.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AquaStick	Stick decoration
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAquaStick	A stick for your aquarium. Contributes to a more natural look.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Volcano	Volcano decoration
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesVolcano	Volcano decoration for your aquarium. For if you think your basement still lacks explosive things.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BeesCareBook	Bees Care Book - To Bee or not to Bee
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBeesCareBook	This beginner's guide to beekeping will teach you how to build beehives and start your first apiary.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ChickenCareBook	Chickens Care Book - How to Win the Game of Chicken
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesChickenCareBook	Thanks to stellar advice contained in this book, you will be able to build top-notch chicken coops and feeders.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CowCareBook	Cows Care Book - How to Become a Cowboy (or Cowgirl, or Cowperson)
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCowCareBook	This book will help you fulfill your dream about cattle farming, starting from preparing stalls and feeders for your herd.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DogCareBook	Dogs Care Book - Making Your Dog Happy: A DIY Edition
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesDogCareBook	Learn quickly and painlessly how to prepare a bowl and a lair for your best friend.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GoatCareBook	Goats Care Book - Goat Luxury: Starter's Guide
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGoatCareBook	This book will instruct you on how to give your goats what they deserve, starting with their living quarters and feeders.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HamsterCareBook	Hamsters Care Book - Hamster High Life
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHamsterCareBook	Learn how to raise the living standard of your favorite fluffy rodents! After reading, you will be able to make their cages and equip them with hamster wheels and systems of pipes.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BlackBass	Black bass
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBlackBass	A classic American bass. You can keep it in your shelter if you have an aquarium room upgrade. Can be turned into fish fillets.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/StripedBass	Striped bass
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesStripedBass	A stripped bass, a very tough fish. You can keep it in your shelter if you have an aquarium room upgrade. Can be turned into fish fillets.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WhitePerch	White perch
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesWhitePerch	White perch, a brave little fish. You can keep it in your shelter if you have an aquarium room upgrade. Can be turned into fish fillets.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/YellowPerch	Yellow perch
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesYellowPerch	A pretty, colorful perch. You can keep it in your shelter if you have an aquarium room upgrade. Can be turned into fish fillets.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BlackCatfish	Black catfish
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBlackCatfish	A common catfish, somewhat difficult to cook properly. You can keep it in your shelter if you have an aquarium room upgrade. Can be turned into fish fillets.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BlueCatfish	Blue catfish
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBlueCatfish	A tough fish, you can feel proud of having it in your collection. You can keep it in your shelter if you have an aquarium room upgrade. Can be turned into fish fillets.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Tigerfish	Tigerfish
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesTigerfish	A true fighter, but it still can land in your aquarium. You can keep it in your shelter if you have an aquarium room upgrade. Can be turned into fish fillets.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WhiteCatfish	White catfish
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesWhiteCatfish	White catfish, a rare catch. You can keep it in your shelter if you have an aquarium room upgrade. Can be turned into fish fillets.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/EmeraldMinnow	Emerald minnow
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesEmeraldMinnow	A very pretty, shiny fish. It can be held in an aquarium of any size. Filleting this fish will give you a great bait.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GoldMinnow	Gold minnow
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGoldMinnow	A rare decorative fish. It can be held in an aquarium of any size. Filleting this fish will give you an excellent bait.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SilverMinnow	Silver minnow
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSilverMinnow	A shiny, shimmering small fish. It can be held in an aquarium of any size. Filleting this fish will give you a good bait.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WhiteMinnow	White minnow
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesWhiteMinnow	White minnow, a common fish, popular in aquariums. It can be held in an aquarium of any size. Filleting this fish will give you a basic bait.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PinkSalmon	Pink salmon
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPinkSalmon	A popular kind of salmon. You can keep it in your shelter if you have an aquarium room upgrade. Can be turned into fish fillets.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RedSalmon	Red salmon
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRedSalmon	A red salmon, very intense both in looks and behavior. You can keep it in your shelter if you have an aquarium room upgrade. Can be turned into fish fillets.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GoldTrout	Gold trout
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGoldTrout	A gold trout, very sought-after in the fishing community. You can keep it in your shelter if you have an aquarium room upgrade. Can be turned into fish fillets.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RainbowTrout	Rainbow trout
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRainbowTrout	A very energetic and pretty fish.  You can keep it in your shelter if you have an aquarium room upgrade. Can be turned into fish fillets.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Expert rod	Expert fishing rod
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesExpert rod	A superb fishing rod. Allows you to catch any type of fish and is especially effective with salmons and trouts.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Good rod	Good fishing rod
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGood rod	A decent fishing rod. It will allow you to catch pretty much anything, but it's best suitable for catching the middle-range fish.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Old rod	Old fishing rod
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesOld rod	It's not a cutting-edge fishing technology, but it's better than nothing. You'll be able to catch smaller fish with this, but don't get your hopes high for bigger and stronger ones.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FBasicBait	Basic bait
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFBasicBait	A basic fish bait. It's a way to catch some unsophisticated fish, sure, but don't be surprised if you only pull out some trash.  
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FExelentBait	Excellent bait. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFExelentBait	A bait of excellent quality, the best around. It increases your chance for catching the rarest types of fish.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FGoodBait	Good bait
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFGoodBait	A decent bait. It increases your chance for catching uncommon fish, like silver minnow, black bass, red salmon or white catfish.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FGreatBait	Great bait
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFGreatBait	This great achievement of baiting technology will increase your chance of catching some rare types of fish, like emerald minnow, yellow perch, rainbow trout, or blue catfish.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Anchois	Anchovies
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAnchois	A can of unorthodox anchovies (made of minnows). A snack with a strong and unusual taste.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Bread	Bread
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBread	It's always good to learn how to bake your own bread when facing a long isolation. You can make it from flour and water.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Cheese	Cheese
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCheese	No cheesy description here, just know you can make it out of milk.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CheeseCake	Cheese cake
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCheeseCake	Just like the grannies of Murricaville used to bake.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FarmBasicRecipies	How to Survive on a Farm: Beginner's Guide
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFarmBasicRecipies	This book will help teach how to make the most basic food out of farm products. Fried egg, cheese, grilled fish - this will all come easy.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FarmCookBook	Seasoned Farmer's Cookbook
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFarmCookBook	Make the most of your farming life with this book of advanced recipes.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FishSoup	Fish soup
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFishSoup	It is said that a fish likes to swim! In this case, cooked with an addition of carrots.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FishSoupCan	Canned Fish Soup 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFishSoupCan	Fish soup that will last very long.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FriedEgg	Fried egg
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFriedEgg	A classic choice for a quick breakfast.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Oatmeal	Oatmeal
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesOatmeal	A simple but very nourishing meal out of milk and grains.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PowderMilk	Powdered milk
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPowderMilk	Milk, but in a solid form! You can make it with a dryer.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PreppersMilkShake	Prepper's Milkshake
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPreppersMilkShake	Your milkshake brings all the agents to the yard. This mix of powdered milk, water and dried berries will help you regenerate your preparedness.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RoastedFish	Grilled fish
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRoastedFish	Grilled fish fillet, very tasty.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/QuestChicken1	Eartha the Chicken
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesQuestChicken1	This is her life, what can you do?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/QuestChicken2	Gloria the Chicken
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesQuestChicken2	She's got all her life to live.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/QuestChicken3	Adele the Chicken
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesQuestChicken3	She was hatched and raised in a summer haze.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/QuestChicken4	Fiona the Chicken
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesQuestChicken4	Fiona the Chicken is just there, every single night.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/QuestChicken5	Florence the Chicken
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesQuestChicken5	She's just happy to be on the farm. Never let her go!
I2Languages (I2.Loc.LanguageSourceAsset)	Items/QuestGoatAnimal1	Stevie the Goat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesQuestGoatAnimal1	She goes her own way
I2Languages (I2.Loc.LanguageSourceAsset)	Items/QuestGoatAnimal2	Angelo the Goat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesQuestGoatAnimal2	Did he fall in love with an alien?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/QuestGoatAnimal3	Tom the Goat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesQuestGoatAnimal3	Can you hear me, Goat Tom? Sure he can.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AgentLeg	Black piece of fabric
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAgentLeg	Black piece of fabric found stained with blood, found on the farm. Whom might it belong to?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AnimalBand	Tracking band
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAnimalBand	A tracking band worn by goats and chickens from the farm.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Beehive	Beehive
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBeehive	Housing and workplace for your bees. They will gather pollen from the flowers held in the same space as the beehive and produce honey.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BeehiveBig	Big beehive
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBeehiveBig	Bigger beehive for more insects. The bees will produce more honey in shorter time.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BrokenCamera	Broken camera
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBrokenCamera	Government surveillance camera taken out from the lake. Why would this area be observed?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Collar	Dog's collar
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCollar	Dog's collar found in the wheat maze. Maybe it wants it back?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DogCollar	Xeno's collar
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesDogCollar	Xeno's collar, apparently left by him as he ran away. Was he unhappy here? Was he lacking anything? Will he return?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FishFilet	Fish fillet
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFishFilet	Fish fillet. The bigger the fish, the more fillets you can make out of it.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Flowers	Flowers
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFlowers	Can be sold or placed close to bees. Bees will produce honey out of them.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GoatBomb	Goat bomb
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGoatBomb	Goat carcass with a bomb inside, an incredibly clever trap.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Hey	Hay
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHey	An organic material that can serve both as food for some animals and a lining for their living quarters.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Honey	Honey
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHoney	A sweet and tasty substance produced by bees. Provides some nutrition and regenerates you a bit. Can last for a very long time.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LakeSign	Fish info board
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesLakeSign	Educational info board about all the species of fish you can find and catch in the Murricaville area. Handy!
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMilk1	Fresh milk. Mildly nutritional and regenerates some preparedness. An important part of many recipes.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/QweenBee	Queen bee
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesQweenBee	A queen is neccessary to establish a new beehive.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RoomUpgradeAquarium	Room Upgrade -  Aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRoomUpgradeAquarium	Turn one of the rooms in your shelter into an aquarium. You can use your fish for food, but you can also add decorative items to the aquarium and give your underground shelter some underwater charm.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Scizzors	Shears
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesScizzors	Shears for shearing goats. Can be also used as a weapon.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Seed Flower	Flower seeds
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSeed Flower	Plant those to grow flowers; they look pretty. They are also used by bees to produce honey.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Seed Wheat	Wheat seeds
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSeed Wheat	The most popular grain in the world coming also to your shelter! You just need to plant it.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/TrackingDevice	Tracking device
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesTrackingDevice	Tracking device from Joe. This will help you in finding missing animals.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Wheat	Wheat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesWheat	Grain with many uses. The main food for some animals, such as goats and hamsters.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MazeEntranceClosed	Closed
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RewardBox	Maze reward box
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MazeScreen	Maze Display
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LootBoxMaze	Maze Chest
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MazeCrateBox	Maze Crate
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WoodenWheel	Wooden Wheel
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesWoodenWheel	Decorative wooden wheel that will bring cosy, rustic mood to your shelter.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Horseshoe	Horseshoe
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHorseshoe	Decorative item, traditionally considered to bring luck. True or not, it helps to bring a bit of rustic mood to your shelter.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DogTreat	Dog Treat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesDogTreat	A little treat for your dog. It will make him happy.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AnimalsWhispererBook	Animal Charm
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAnimalsWhispererBook	This book will instruct you how to approach various kinds of animals safely so you will be able to pet them. It will also help you strenghten your friendship with your dog.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AnimalExtractionBook	Effective Farming: How to Maximize Benefits from your Animals
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAnimalExtractionBook	This book is an instruction on getting bigger amounts of animal-origin products, such as milk and fur.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FarmInvitation	Work Order - Farm
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescFarmInvitation	Work order from Agency. Frightening to open.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LargeRoomAquarium1	Room Aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LargeRoomAquarium1x2	Room Aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LargeRoomAquarium2	Room Aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LargeRoomAquarium2x2	Room Aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LargeRoomAquarium3	Room Aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LargeRoomAquarium3x2	Room Aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LargeRoomAquarium4	Room Aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LargeRoomAquarium4x2	Room Aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SmallAquarium	Small aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSmallAquarium	Small round aquarium. You can keep fish of a minnow type in it. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LargeAquarium	Medium aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesLargeAquarium	Perfect fit for a table. You can keep minnows, basses and perches in it. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RoomUpgradeFarm	Room Upgrade - Animal Farm
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRoomUpgradeFarm	Turn a room into perfect space for keeping farm animals. Your animals thank you for that and be more productive in return.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WheelLamp	Wheel lamp
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesWheelLamp	This retro lamp will add a touch of a medieval dungeon to your shelter room. It doesn't use any electricity, but its light is very weak.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SunLamp	Sun lamp
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSunLamp	This lamp switches between day mode and night mode to help you keep track of natural cycles when you stay underground.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PlankCabinetWhite	White plank cabinet
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPlankCabinetWhite	Simply designed cabinet made of planks. A white variant.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PlankCabinetRed	Red plank cabinet
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPlankCabinetRed	Simply designed cabinet made of planks. A red variant.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PlankCabinetWhiteSmall	Small white plank cabinet
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPlankCabinetWhiteSmall	Small, simple cabinet made of planks. A white variant.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PlankCabinetRedSmall	Small red plank cabinet
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPlankCabinetRedSmall	Small, simple cabinet made of planks. A red variant.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/UfoLamp	Ufo lamp
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesUfoLamp	A stylish lamp to help you remember your otherworldly adventures. Zeta Reticuli-approved.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SpottedSofaBlackWhite	Spotted sofa - black-white
