# key	english	bulgarian	french	russian
Dialogues/agentPlanNoticed	<random>\nWhat is this? Are you planning to escape again, citizen?\nI hope this is only a decoration, citizen.\nI am afraid the contents of this board do not comply with requirements of security & wellbeing. \nThese look like dangerous dreams, citizen.\nI am afraid this needs to be reported.\nThis is subversive content, citizen. The Agency will be disappointed.\n</random>\n	<random>\nКакво е това? Планираш ли отново да избягаш, гражданино?\nНадявам се, че това е само декорация, граждани.\nСтрахувам се, че съдържанието на тази дъска не отговаря на изискванията за сигурност и благополучие. \nТези изглеждат като опасни сънища, граждани.\nСтрахувам се, че това трябва да бъде докладвано.\nТова е подривно съдържание, граждани. Агенцията ще бъде разочарована.\n</random>\n	<random>\nQu'est ce que c'est? Vous envisagez de vous échapper à nouveau, citoyen?\nJ'espère que ce n'est qu'une décoration, citoyen.\nJ'ai peur que le contenu de ce tableau ne soit pas conforme aux exigences de sécurité et de bien-être.\nCela ressemble à des rêves dangereux, citoyen.\nJ'ai peur de devoir signaler cela.\nCeci est un contenu subversif, citoyen. L'Agence sera déçue.\n</random>	<random>\nЧто это? Планируете снова сбежать, гражданин?\nНадеюсь, это всего лишь украшение, гражданин.\nБоюсь, что содержимое этой доски не соответствует требованиям безопасности и благополучия. \nОпасные мысли, гражданин.\nБоюсь, об этом придется доложить.\nЭто бунтарство, гражданин. Агентство будет разочаровано.\n<random>
Dialogues/agentWorkbenchNoticed	<random>\nThis is certainly not standard equipment in a lawful citizen's household.\nThis might be used for subversive activities, citizen. I need to report this.\nA workbench? A good citizen of Murricaville should not need this.\nCitizen, this is an illegal item. This will go into a report.\nI need to report this illegal item.\nThis item is not compliant with the Security & Wellbeing Act.\nThe Agency does not approve of such activities.\n</random>	<random>\nТова определено не е стандартна екипировка в дома на законосъобразен гражданин.\nТова може да се използва за подривни дейности, гражданино. Трябва да докладвам за това.\nРаботна маса? Добрият гражданин на Мърикавил не трябва да има нужда от това.\nГражданин, това е незаконна вещ. Това ще попадне в доклад.\nТрябва да докладвам за тази незаконна вещ.\nТози предмет не отговаря на Закона за сигурност и благосъстояние.\nАгенцията не одобрява такива дейности.\n</random>	<random>\nCe n'est certainement pas un équipement standard dans la maison d'un bon citoyen.\nCela pourrait être utilisé pour des activités subversives, citoyen. Je dois le signaler.\nUn établi? Un bon citoyen de Murricaville ne devrait pas en avoir besoin.\nCitoyen, c'est un objet illégal. Cela sera noté dans le rapport.\nJe dois signaler cet équipement illégal.\nCet équipement n'est pas conforme à la loi sur la Sécurité et le Bien-être.\nL'Agence n'approuve pas de telles activités.\n</random>	<random>\nДовольно нестандартное оборудование в домашнем хозяйстве законопослушного гражданина.\nЭто может быть использовано для бунтарской деятельности, гражданин. Мне нужно сообщить об этом.\nВерстак? Законопослушному гражданину Мерикосвилля такая вещь не нужна.\nГражданин, эта вещь незаконна. Придется доложить.\nВынужден доложить о незаконном предмете.\nЭта вещь не соответствует закону о безопасности и благополучии.\nАгентство не одобряет такую деятельность.\n<random>
Dialogues/agentLadderNoticed	<random>\nI do not see the purpose of you having this, citizen.\nWhy do you need a ladder, citizen? This is a potentially subversive item.\nCitizen, where does this ladder lead to? Does it serve subversive purposes?\nThis is an illegal item and I need to report this.\nStandard houses in Murricaville do not need ladders. I am suspecting a subversive motive of having it.\nThis item is not compliant with the Security & Wellbeing Act.\nCitizen, you should be aware that this is an illegal item.\nCitizen, where does this ladder lead to? Do you perhaps have some non-standard rooms in your household?\n</random>	<random>\nНе виждам смисъл да имате това, гражданино.\nЗащо ти е нужна стълба, гражданино? Това е потенциално подривен предмет.\nГраждани, къде води тази стълба? Служи ли за подривни цели?\nТова е незаконен предмет и трябва да го докладвам.\nСтандартните къщи в Мъррикавил не се нуждаят от стълби. Предполагам, че има някаква подривна цел за поставянето им.\nТози артикул не отговаря на изискванията на Закона за сигурност и благосъстояние.\nГраждани, трябва да сте наясно, че това е незаконен предмет.\nГраждани, къде води тази стълба? Може би имате някои нестандартни стаи в дома си?\n</random>	<random>\nJe ne vois pas le but pour vous de posséder cela, citoyen.\nPourquoi avez-vous besoin d'une échelle, citoyen? C'est un élément potentiellement subversif.\nCitoyen, où mène cette échelle? Cela pourrait servir à des fins subversives?\nC'est un équipement illégal et je dois le signaler.\nLes maisons standard à Murricaville n'ont pas besoin d'échelles. Je soupçonne un motif subversif de l'avoir.\nCet équipement n'est pas conforme à la loi sur la sécurité et le bien-être.\nCitoyen, sachez qu'il s'agit d'un équipement illégal.\nCitoyen, où mène cette échelle? Peut-être avez-vous des pièces non-standard dans votre maison? \n</random>	<random>\nНе понимаю, зачем вам это, гражданин.\nЗачем вам лестница, гражданин? Это потенциально бунтарский предмет.\nГражданин, куда ведет эта лестница? Она служит бунтарским целям?\nЭто незаконная вещь, и я должен сообщить об этом.\nСтандартные дома в Мерикосвилле не нуждаются в лестницах. Я подозреваю, что у вас есть бунтарские намерения.\nЭта вещь не соответствует акту о безопасности и благополучии.\nГражданин, вы должны знать, что эта вещь незаконна.\nГражданин, куда ведет эта лестница? Возможно, в вашем доме есть нестандартные комнаты?\n<random>
Dialogues/agentGearNoticed	<random>\nCitizen, what is it that you have here?\nThis does not look like a standard personal equipment.\nCitizen, I am worried by some of the things you carry.\nI have to remind you that the rules regarding forbidden items also apply to things you carry with you.\nCitizen, I see you are carrying subversive items with you. This is not acceptable.\nCitizen, hiding illegal items in your personal belongings does not make them legal. \n</random>	<random>\nГражданино какво имаш тук\nТова не изглежда като стандартна лична екипировка\nГражданино тревожа се от някои неща, които носиш\nТрябва да ти напомня, че правилата за забранени предмети важат и за нещата, които носиш с себе си\nГражданино виждам, че носиш подривни предмети. Това не е приемливо\nГражданино, скриването на незаконни предмети в личните си вещи не ги прави законни\n</random>	<random>\nCitoyen, qu'est-ce que vous avez là?\nCela ne ressemble pas à un équipement personnel standard.\nCitoyen, je suis préoccupé par certaines des choses que vous portez.\nJe dois vous rappeler que les règles concernant les objets interdits s'appliquent également aux objets que vous avez sur vous.\nCitoyen, je vois que vous portez des objets subversifs sur vous. Ceci est inacceptable.\nCitoyen, cacher des objets illégaux dans vos effets personnels ne les rend pas légaux pour autant.\n</random>	<random>\nГражданин, что это тут у вас?\nЭто не похоже на обычные личные вещи.\nГражданин, меня беспокоят вещи, которые вы с собой носите.\nВынужден напомнить, что правила о запрещенных предметах касаются и вещей, которые вы носите с собой.\nГражданин, у вас при себе предметы антиправительственного назначения. Это неприемлемо!\nГражданин, если вы прячете в личных вещах запрещенные предметы, они не становятся легальными.\n</random>
Dialogues/prepLeverTip	Hm, this <color=yellow>lever</color> must be somewhere in the forest.	Хм, този <color=yellow>превключвател</color> трябва да е някъде в гората.	Hum, Ce <color=yellow>levier</color> doit être quelque part dans la forêt.	Хм, этот <color=yellow>рычаг</color> должен быть где-то в лесу.
Dialogues/prepReload	<voice type=laugh>\nReload!	<voice type=laugh>\nЗареждане!	<voice type=laugh>\nRecharge!	<voice type=laugh>\nПерезаряжаюсь!
Dialogues/prep1Wolf	<voice type=laugh>\nHe doesn't look that tough.	<voice type=laugh>\nНе изглежда толкова силен	<voice type=laugh>\nIl n'a pas l'air si féroce que ça.	<voice type=laugh>\nДа он же совсем хилый.
Dialogues/prep3Wolfs	<voice type=fear>\nThere is more of them?!	<voice type=fear>\nИма още такива?!	<voice type=fear>\nMais il y en a d'autres?!	<voice type=fear>\nЭто еще не все?!
Dialogues/prepBigBadWolf	<voice type=laugh>\nHere comes the Big Bad!	<voice type=laugh>\nЕто го голямото зло!	<voice type=laugh>\nVoilà le Grand Méchant Loup!	<voice type=laugh>\nА вот и злой и страшный серый волк!
Dialogues/prepWeaponBroke	<voice type=anger>\nMy weapon broke!	<voice type=anger>\nОръжието ми се счупи!	<voice type=anger>\nMon arme s'est cassée!	<voice type=anger>\nУ меня сломалось оружие!
Dialogues/prepObserverEntry	That smell. A mixture of metal, rust, and some chemicals. It is… oddly familiar.	Този мирис. Смес от метал, ръжда и някакви химикали. Е… странно познат.	Cette odeur. Un mélange de métal, de rouille et de produits chimiques. C'est… étrangement familier.	Какой запах. Металл, ржавчина, какие-то химикаты... Как... знакомо.
Dialogues/prepObserverTestChamb	These instruments… This test chamber… It all rings a bell. Why?\n<voice type=fear>\nOh. Oh no. I think I remember… Like a scene from another life. \n<voice type=upset>\nAnimals… dogs, I think?, in test chambers. Bombarded with waves. \n<voice type=upset>\nDogs attacking other dogs, like they're turned rabid instantly. Tearing those other dogs apart.\n<voice type=upset>\nLater the dogs are sitting next to the killed ones, still bloodied, but now docile and empty-eyed. \n<voice type=question>\n…Why do I remember this?\n	Тези инструменти... Тази тестова камера... Всичко звъни на познато. Защо?\n<voice type=fear>\nО. О, не. Мисля, че си спомням... Като сцена от друг живот. \n<voice type=upset>\nЖивотни... кучета, мисля?, в тестови камери. Обстрелвани с вълни. \n<voice type=upset>\nКучета, нападащи други кучета, сякаш са се побъркали на мига. Разкъсват тези други кучета.\n<voice type=upset>\nПо-късно кучетата седят до убитите, все още окървавени, но сега кротки и с празни очи. \n<voice type=question>\n…Защо си спомням това?\n	Ces instruments… Cette chambre de test… Tout ça cloche. Pourquoi?\n<voice type=fear>\nOh. Oh non. Je crois que je me souviens… Comme une scène d'une autre vie.\n<voice type=upset>\nDes animaux… des chiens, je pense? Dans des chambres de test. Bombardés d'ondes.\n<voice type=upset>\nDes chiens attaquant d'autres chiens, comme s'ils étaient devenus enragés instantanément. Déchiquetant les autres chiens en morceaux.\n<voice type=upset>\nPlus tard, les chiens sont assis à côté des morts, toujours ensanglantés, mais maintenant dociles et les yeux vides.\n<voice type=question>\n… Pourquoi est-ce que je me souviens de ça?	Инструменты... Камера для тестов... Почему мне кажется, что я вижу все это не впервые?\n<voice type=fear>\nО. О нет. Кажется, я вспомнил... Как будто это было в другой жизни.\n<voice type=upset>\nЖивотные... собаки, вроде бы? В тестовых камерах. На них направляют какие-то волны.\n<voice type=upset>\nЭти псы набрасываются на других собак, будто вдруг подхватили бешенство. Они разрывают их на куски.\n<voice type=upset>\nПроходит время, теперь они сидят рядом с трупами, все еще измазанные в крови, но послушные, с пустыми глазами.\n<voice type=question>\n...Почему я все это помню?
Dialogues/prepObserverPicture	<voice type=surprise>\nOh, it's a group picture of some sort, let's have a look.\n“BRAZEN SERPENT LAUNCH”, dated from several years ago. Happy faces, serious faces, faces of pride.\n<voice type=anger>\nAnd there's… Oh crap, not this again. That's me right here.\n<voice type=upset>\nI was building that thing. The Brazen Serpent.\n	<voice type=surprise>\nО, това е групова снимка от някакъв вид, нека да разгледаме.\n„НАГЪЛ ЗМИЙСКИ СТАРТ“, датиращ от няколко години назад. Щастливи лица, сериозни лица, лица на гордост.\n<voice type=anger>\nИ има… О, по дяволите, не пак това. Това съм аз тук.\n<voice type=upset>\nСтроях онова нещо. Змията на дързостта.\n	<voice type=surprise>\nOh, c'est une sorte de photo de groupe, jetons un œil.\n"LANCEMENT DU SERPENT D'AIRAIN", daté d'il y a plusieurs années. Des visages heureux, des visages sérieux, des visages de fierté.\n<voice type=anger>\nEt il y a… Oh merde, pas encore ça. C'est moi juste là.\n<voice type=upset>\nJe construisais cette chose. Le Serpent d'Airain.	<voice type=surprise>\nО, это какое-то групповое фото, посмотрим.\nЗапуск «Медного змия». Судя по дате, этой фотографии несколько лет. Какие разные лица: кто-то серьезен, кто-то счастлив и горд.\n<voice type=anger>\nИ тут... Ох, черт, только не снова. Я тоже тут есть.\n<voice type=upset>\nЯ строил эту штуковину. «Медного змия».
Dialogues/prepObserverCafeteria	And this… This corridor leads to the base cafeteria. I just remembered this.\n<voice type=surprise>\nI remember meeting people. Happy faces. Team spirit. Tasty mac & cheese. Good times. \nThere was one face smiling to me often. Have I met this person later…? Damn, I don't know, it's all foggy.\n	И този… Този коридор води до бункерната кафетeрия. Току-що си спомних за това.\n<voice type=surprise>\nСпоменавам хора. Щастливи лица. Дух на екипа. Вкусна макарони с сирене. Добри времена. \nИмаше едно лице, което често ми се усмихваше. Срещах ли този човек по-късно…? Черт, не знам, всичко е мътно.\n	Et ça… Ce couloir mène à la cafétéria de la base. Je viens de m'en souvenir.\n<voice type=surprise>\nJe me souviens avoir rencontré des gens. Visages heureux. Esprit d'équipe. Délicieux macaroni au fromage. Bon temps.\nIl y avait un visage qui me souriait souvent. Est-ce que j'ai rencontré cette personne plus tard…? Merde, je ne sais pas, tout est flou.	А этот... этот коридор ведет в столовую базы. Я это только что вспомнил.\n<voice type=surprise>\nПомню, как встречал тут людей. Счастливые лица. Командный дух. Отличные макароны с сыром. Хорошее было времечко.\nИ я помню улыбку. Кто-то постоянно улыбался при встрече. Что было дальше, мы еще пересекались с этим человеком? Проклятье, не знаю. Все как в тумане.
Dialogues/bobProposition1	<voice type=greeting>\nGood day, Mr. Prepper. I hope your little excursion went well.	<voice type=greeting>\nДобър ден, г-н Препър. Надявам се твоята малка извънредна мисия да е била добра.	<voice type=greeting>\nBonjour, Mr. Prepper. J'espère que votre petite excursion s'est bien passée.	<voice type=greeting>\nДобрый день, мистер Выживальщик. Надеюсь, твоя небольшая экскурсия прошла успешно.
Dialogues/prepProposition2	Oh, Bob, I didn't expect your visit. The trip was enlightening indeed. \n<voice type=question>\nBut Bob, why do you look so serious? Has something happened?	О, Боб, не очаквах да дойдеш. Пътуването наистина беше поучително. \n<voice type=question>\nНо Боб, защо изглежда толкова сериозен? Е случило се нещо?	Oh, Bob, je ne m'attendais pas à votre visite. Le voyage était vraiment instructif en effet. \n<voice type=question>\nMais Bob, pourquoi avez-vous l'air si sérieux? Il s'est passé quelque chose?	О, Боб, не ожидал тебя здесь увидеть. Экскурсия вышла крайне познавательной. \n<voice type=question>\nКстати, Боб, ты чего такой серьезный? Что-то случилось?
Dialogues/bobProposition3	I'm serious because I have a serious proposition to you. On behalf of the Sleepless.\n I know that after coming back from the military base, you are now close to reaching your goal.\n We know you're almost done with the rocket.	Спиш ли? Имам сериозно предложение за теб. От името на Безсънните.\n Знам, че след като се върна от военната база, си близо до целта си.\n Знаем, че почти си готов с ракетата.	Je suis sérieux parce que j'ai une proposition sérieuse à vous faire. Au nom des Éveillés.\nJe sais qu'après votre retour de la base militaire, vous êtes sur le point d'atteindre votre objectif.\nNous savons que vous avez presque fini avec la fusée.	Я серьезный, потому что у меня к тебе серьезное предложение от Неспящих.\nЯ знаю, что ты подобрался ближе к цели благодаря военной базе.\nНам известно, что ты почти закончил работу над ракетой.\n
Dialogues/prepProposition4	Oh, so you're watching my progress closely. I guess I should be proud.	О, значи следиш напредъка ми отблизо. Май трябва да се гордея.	Oh, alors vous surveillez de près mes progrès. Je suppose que je devrais être fier.	Вы так внимательно следите за моими успехами. Мне стоит собой гордиться?
Dialogues/bobProposition5	<voice type=negation>\nDon't worry, we don't want to get into your small vehicle. But we want to use the moment of the launch to conduct our action.\n<voice type=order>\nWe have named it Operation Awakening.\n	<voice type=negation>\nНе се притеснявай, не искаме да влизаме в малкото ти превозно средство. Но искаме да използваме момента на изстрелването, за да извършим нашата акция.\n<voice type=order>\nНарекли сме го Операция Събуждане.\n	<voice type=negation>\nNe vous inquiétez pas, nous ne voulons pas monter dans votre petit transport. Mais nous voulons profiter du moment du lancement pour mener notre action.\n<voice type=order>\nNous l'avons baptisée Opération Éveil.	<voice type=negation>\nНе переживай, мы на твою ракету не претендуем. Наша задача – использовать момент запуска для реализации своих планов.\n<voice type=order>\nМы назвали эту операция «Пробуждение».\n
Dialogues/prepProposition6	Of course you have.	Разбира се, че имаш.	Bien sûr.	Кто бы мог подумать.
Dialogues/bobProposition7	When you launch your rocket, it will surely catch everyone's attention. Agents will be running around like crazy. Regular folk of Murricaville will probably just watch in amazement.\n<voice type=order>\nAnd here's where we step in. We use the chaos to distribute leaflets, put some graffiti, give away some of our anti-sleep mixture.\n	Когато изстреляш ракетата си, със сигурност ще привлечеш вниманието на всички. Агентите ще тичат наоколо като луди. Обикновените хора от Мъррикавил вероятно просто ще гледат с възхищение.\n<voice type=order>\nИ тук е мястото, където се намесваме. Използваме хаоса, за да разпространяваме листовки, да рисуваме графити и да раздаваме част от нашата антисън смес.\n	Lorsque vous lancerez votre fusée, elle attirera sûrement l'attention de tout le monde. Les agents courront comme des fous dans tous les sens. Les habitants de Murricaville regarderont probablement avec étonnement.\n<voice type=order>\nEt c'est là que nous intervenons. Nous utiliserons le chaos pour distribuer des tracts, faire des graffitis, donner une partie de notre mélange anti-sommeil.	Запуск ракеты точно не останется незамеченным. Агенты начнут носиться по округе, как сумасшедшие. А обычные жители Мерикосвиля просто будут наблюдать с изумлением.\n<voice type=order>\nВот тут-то мы и вступим в игру. Мы воспользуемся хаосом, чтобы распространять листовки, рисовать граффити, раздавать свою противосонную микстуру.
Dialogues/prepProposition8	Oh, you give it away now.	О, сега го даваш.	Oh, vous le donnez maintenant.	О, ну вот ты все и выдал.
Dialogues/bobProposition9	We have long suspected that the mind control is weaker when you experience strong emotions or when something very unusual happens to you. \n That's why we believe the Operation Awakening synchronized with your launch would nudge some people out of stupor.\n <voice type=order>\n We, the Sleepless, will then take care of them. The resistance will grow.\n And we need your help.	Отдавна подозираме, че контролът върху ума е по-слаб, когато преживееш силни емоции или когато ти се случи нещо много необичайно. \n Затова вярваме, че Операция Пробуждане, синхронизирана с твоя старт, ще изкара някои хора от сън. \n <voice type=order>\n Ние, Бесънните, ще се погрижим за тях. Съпротивата ще расте.\n И ни е нужна твоята помощ.	Nous soupçonnons depuis longtemps que le contrôle mental est plus faible lorsque vous ressentez des émotions fortes ou lorsque quelque chose de très inhabituel vous arrive.\nC'est pourquoi nous pensons que l'Opération Éveil synchronisée avec votre lancement ferait sortir certaines personnes de leur torpeur.\n<voice type=order>\nNous, les Éveillés, prendrons alors soin d'eux. La résistance grandira.\nEt nous avons besoin de votre aide.	Мы долгое время подозревали, что контроль разума ослабевает, когда человек испытывает сильные эмоции или когда с ним происходит что-то необычное.\nПоэтому мы считаем, что если проведем операцию «Пробуждение» одновременно с запуском ракеты, это поможет открыть людям глаза.\n<voice type=order>\nИ мы, Неспящие, примем их к себе. Сопротивление станет сильнее.\nНам нужна твоя помощь.\n
Dialogues/prepProposition10	Well, if that's what you want. I hope to be far from here when you start awakening the people.	Е, ако това искаш. Надявам се да съм далеч оттук, когато започнеш да будиш хората.	Eh bien, si c'est ce que vous voulez. J'espère être loin d'ici quand vous commencerez à réveiller les gens.	Ну, если вам этого так хочется. Надеюсь, к моменту, когда люди начнут пробуждаться, я буду уже далеко отсюда.
Dialogues/bobProposition11	We prefer resistance to escape, but all we need from you is a sign when you are ready for the launch of the rocket.\nWhen you are ready to go, please light this red light in your bedroom.\nThen wait for our arrival before you start the launch procedure. \nI will bring people that put the most <color=yellow>trust</color> in you.\n	Предпочитаме съпротивата пред бягството, но всичко, което ни трябва от теб, е знак, когато си готов за изстрелването на ракетата.\nКогато си готов да тръгнеш, запали тази червена лампа в спалнята си.\nСлед това изчакай нашето пристигане, преди да започнеш процедурата по изстрелване. \nЩе доведа хора, които са най-добри в това. <color=yellow>доверие</color> в теб.\n	Nous préférons la résistance à la fuite, mais tout ce dont nous avons besoin de votre part est un signe lorsque vous êtes prêt pour le lancement de la fusée.\nLorsque vous êtes prêt à partir, allumez cette lumière rouge dans votre chambre.\nAttendez ensuite notre arrivée avant de commencer la procédure de lancement.\nJ'amènerai les personnes qui ont le plus <color=yellow>confiance</color> en vous.	Мы предпочитаем сопротивляться, а не бежать, но от тебя нам требуется лишь одно: дай нам знать, когда соберешься запускать ракету.\nКогда будешь готов, пожалуйста, зажги красный свет у себя в спальне.\nИ не начинай запуск, пока не дождешься нас.\nЯ приведу тех, кто тебе больше всего <color=yellow>доверяет</color>.
Dialogues/prepProposition12	<voice type=acceptance>\nRed light. Got it. I just need to tie up some loose ends before I go.	<voice type=acceptance>\nЧервен свет. Разбрах. Просто трябва да свърша няколко неща преди да тръгна.	<voice type=acceptance>\nLumière rouge. Compris. J'ai juste besoin de régler quelques détails avant de partir.	<voice type=acceptance>\nКрасный свет. Понял. Правда, сначала мне нужно разобраться с парой нерешенных дел.
Dialogues/bobProposition13	<voice type=thanks>\nGreat. See you on the day of the operation, Prepper.	<voice type=thanks>\nЧудесно. Виждаме се в деня на операцията, препър.	<voice type=thanks>\nGénial. Rendez-vous le jour de l'opération, Prepper.	<voice type=thanks>\nОтлично. Увидимся в день операции, Выживальщик.
Dialogues/agentReveal1	Hello, Mr. Prepper. 	Здравей, г-н Препър.	Bonjour, Mr. Prepper.	Здравствуйте, мистер Выживальщик.
Dialogues/prepReveal2	<voice type=greeting>\nOh. Hello. I… I didn't expect an inspection right now. I thought they… are no longer needed.	<voice type=greeting>\nО. Здравей. Аз… не очаквах проверка точно сега. Мислех, че те… вече не са нужни.	<voice type=greeting>\nOh. Bonjour. Je… je ne m'attendais pas à une inspection maintenant. Je pensais que… ce n'était plus nécessaire.	<voice type=greeting>\nО. Здравствуйте. Я... я сегодня не ждал проверок. Думал, они... больше не нужны.
Dialogues/agentReveal3	<voice type=surprise>\nAh, you recognized me without my glasses! You are very perceptive, Mr. Prepper! \nI thought my disguise will last for longer and I will be able to surprise you.\n<voice type=negation>\nAnd as for the inspection… I don't do this kind of things anymore.\n	<voice type=surprise>\nА, позна ме без очилата! Много си наблюдателен, господин Препър! \nМислех, че моят костюм ще издържи по-дълго и ще мога да ви изненадам.\n<voice type=negation>\nА за проверката... вече не се занимавам с такива неща.\n	<voice type=surprise>\nAh, vous m'avez reconnu sans mes lunettes! Vous êtes très perspicace, Mr. Prepper!\nJe pensais que mon déguisement durerait plus longtemps et que je pourrai vous surprendre.\n<voice type=negation>\nEt pour ce qui est de l'inspection… je ne fais plus ce genre de choses.	<voice type=surprise>\nО, как быстро вы узнали меня без очков! Вы очень проницательны, мистер Выживальщик!\nЯ надеялся, что моя маскировка продержится хоть немного, и мне удастся застать вас врасплох!\n<voice type=negation>\nЧто до проверки... Я этим больше не занимаюсь.
Dialogues/prepReveal4	It's not the lack of glasses that gave you away. It's just that I know your voice very well.\n“This is standard procedure,” you know.\nBut I must admit, Mr. Agent, that I'm confused. I don't know the purpose of your visit.\n	Не е заради липсата на очила. Просто познавам гласа ти много добре.\n„Това е стандартна процедура“, знаеш.\nНо трябва да призная, господин Агент, че съм объркан. Не знам целта на посещението ти.\n	L'absence de vos lunettes n'y est pour rien. C'est juste que je connais très bien votre voix.\n"C'est la procédure standard", vous savez.\nMais je dois admettre, Mr. Agent, que je suis confus. Quel est le but de votre visite.	Не в очках дело.\nПросто я хорошо помню ваш голос.\n«Это стандартная процедура» и прочее.\nНо, если честно, мистер Агент, вы и правда сбили меня с толку. Я не понимаю, зачем вы пришли.
Dialogues/agentReveal5	Oh, Mr. Prepper. Please call me Minuteman from now on.	О, господин Препър. Моля, наричай ме Минуteman отсега нататък.	Oh, Mr. Prepper. Veuillez m'appeler Minuteman à partir de maintenant.	О, мистер Выживальщик, зовите меня Минитменом.
Dialogues/prepReveal6	<voice type=question>\n…		<voice type=question>\n…	<voice type=question>\n...
Dialogues/agentReveal7	Oh, I thought you'd have this figured out already! Yes, I'm the one who was sending you all the items and information. \n<voice type=thanks>\nAnd thank you for answering my requests, Mr. Prepper!	О, мислех, че вече си разбрал всичко! Да, аз съм този, който ти изпращаше всички предмети и информация. \n<voice type=thanks>\nИ благодаря, господин препър, че отговори на моите заявки!	Oh, je pensais que vous l'aviez déjà compris! Oui, c'est moi qui vous ai envoyé tous ces objets et informations.\n<voice type=thanks>\nEt merci d'avoir répondu à mes demandes, Mr. Prepper!	Ох, а я-то думал, вы меня уже раскусили!\nДа, это я отправлял вам все эти вещи и информацию.\n<voice type=thanks>\nИ спасибо, что отвечали на мои просьбы!
Dialogues/prepReveal7.1	<voice type=surprise>\nSo... you want to tell me that all those inspections and reports... were just for a show?\n<voice type=anger>\nYou had fun harassing me, Minuteman?	<voice type=surprise>\nЗначи... искаш да ми кажеш, че всички тези проверки и доклади... бяха само за фасада?\n<voice type=anger>\nСега се забавляваше да ме докосваш, Минутимън?	<voice type=surprise>\nAlors ... vous voulez me dire que toutes ces inspections et ces rapports ... étaient juste pour le spectacle?\n<voice type=anger>\nVous vous êtes amusé à me harceler, Minuteman?	<voice type=surprise>\nТо есть... Вы хотите сказать, что все эти инспекции и отчеты... были просто для вида?\n<voice type=anger>\nЗдорово надо мной поиздевались, да, Минитмен?
Dialogues/agentReveal7.2	But Mr. Prepper! I had to keep up appearances!\n<voice type=order>\nI had to work well for the Agency to be able to help you!\nAnd I even resisted the urge to look under your rug!	Но господин Препър! Трябваше да поддържам външен вид!\n<voice type=order>\nТрябваше да работя добре за Агенцията да може да ти помогне!\nИ дори се усъдих да не погледна под твоя килим!	Mais Mr. Prepper! Je devais garder les apparences!\n<voice type=order>\nJ'ai dû bien travailler pour l'Agence pour être capable de vous aider!\nEt j'ai même résisté à l'envie de regarder sous votre tapis!	Но мистер Выживальщик! Никто не должен был ничего заподозрить!\n<voice type=order>\nМне приходилось хорошо выполнять работу, чтобы помогать вам!\nЯ даже пересилил себя и не заглядывал под ковер!
Dialogues/prepReveal8	<voice type=question>\nOh sure, you were just following orders. But how did you manage to escape the Agency's ambush?	<voice type=question>\nО, разбира се, просто следваше заповеди. Но как успя да избягаш от засадата на Агенцията?	<voice type=question>\nOh bien sûr, vous ne faisiez que suivre les ordres. Mais comment avez-vous réussi à échapper à l'embuscade de l'Agence?	<voice type=question>\nО, ну конечно, вы просто выполняли приказы. Но как вам удалось сбежать после засады Агентства?
Dialogues/agentReveal9	Ah, this. I was expecting to die valiantly, but it actually wasn't that bad.\nI got a tip-off about the ambush, but it turned out it was actually just one older Agent.\nHe retreated after my warning shot, possibly to get reinforcements. I used the occasion to run away from the hideout.\nAnd here I am. I couldn't resist to introduce myself with my truer identity.\n	А, това. Очаквах да умра героично, но всъщност не беше толкова зле.\nПолучих информация за засадата, но се оказа, че е само един по-възрастен агент.\nТой се оттегли след предупредителния ми изстрел, вероятно за да докара подкрепления. Използвах случая да избягам от скривалището.\nИ ето ме тук. Не можах да устоя на изкушението да се представя с истинската си самоличност.\n	Ah, ça. Je m'attendais à mourir vaillamment, mais ce n'était pas si méchant en fait.\nJ'ai eu un tuyau à proppos de l'embuscade, mais il s'est avéré qu'il ne s'agissait que d'un agent plus âgé.\nIl s'est retiré après mon coup de semonce, peut-être pour attendre des renforts. J'ai profité de l'occasion pour fuir de ma cachette.\nEt me voici. Je n'ai pas pu résister de me présenter avec ma vraie identité.	Ах да. Честно говоря, я думал, что доблестно погибну, но до этого не дошло.\nМеня предупредили о засаде, а ждал меня всего один старый Агент.\nЯ сделал предупредительный выстрел, и он отступил. Наверное, решил позвать подкрепление. Я воспользовался шансом и сбежал.\nИ вот он я, живой и здоровый. Не удержался и решил представиться в своем истинном обличии.
Dialogues/prepReveal10	<voice type=acceptance>\nOkay. I'm honored, but you still owe me some explanations. Why did you choose me as your pen pal?	<voice type=acceptance>\nДобре. Чести ме, но все още ми дължиш някои обяснения. Защо избра ме за приятел по имейли?	<voice type=acceptance>\nD'accord. Je suis honoré, mais vous me devez encore quelques explications. Pourquoi m'avez-vous choisi comme correspondant?	<voice type=acceptance>\nЯсно. Что ж, я польщен, но у меня остались вопросы. Почему вы решили писать письма именно мне?
Dialogues/agentReveal11	You caught my eye a long time ago. When we were still working together.	Забелязах те отдавна. Когато още работехме заедно.	Vous avez attiré mon attention il y a longtemps. Quand nous travaillions encore ensemble.	Я давно вас приметил. Еще во времена, когда мы работали вместе.
Dialogues/prepReveal12	<voice type=surprise>\nWhat?!	<voice type=surprise>\nКакво?!	<voice type=surprise>\nQuoi?!	<voice type=surprise>\nЧто?!
