# key	english	bulgarian	french	russian
Dialogues/prepScarecrow2	<voice type=laugh>\nOh look, it’s him again. Or her? Them? I don’t know how gender works in scarecrows.	<voice type=laugh>\nО, виж го, той е тук отново. Или тя? Те? Не знам как работи пола при стражи.	<voice type=laugh>\nOh, c'est encore lui. Ou elle? Ou eux? Je ne sais pas comment fonctionne le genre chez les épouvantails.	<voice type=laugh>\nО, гляньте-ка, опять он. Или она? Оно? Гендерные различия пугал – не мой конек.
Dialogues/scientist_AtomicWaste	<voice type=question>\nNo more nuclear waste around here? Hm.\nThey used to dump it deep into the ground. I'd reckon an abandoned mine would be perfect for this.	<voice type=question>\nНяма повече ядрени отпадъци наоколо? Хм.\nИзползваха да го изхвърлят дълбоко в земята. Предполагам, че изоставена мина би била идеална за това.	<voice type=question>\nPlus de déchets nucléaires par ici ? Hm.\nIls les enfouissaient profondément dans le sol autrefois. Je dirais qu’une mine abandonnée serait parfaite pour ça.\n	<voice type=question>\nЗдесь больше нет ядерных отходов? Хм.\nРаньше их закапывали глубоко в землю. Думаю, заброшенная шахта подошла бы идеально.\n
Dialogues/scientist_Mannequin	Here, I meant specifically a mannequin used in an atomic bomb test. Like a crash test dummy, but for nukes.\nA long time ago, some nuclear tests were performed in the desert, relatively far from here.	Тук имам предвид конкретно манекен, използван в тест на атомна бомба. Като манекен за катастрофи, но за ядрени оръжия.\nПреди много време, някои ядрени тестове са извършени в пустинята, относително далеч оттук.	Ici, je parlais spécifiquement d'un mannequin utilisé lors d'un test de bombe atomique. Comme un mannequin de crash test, mais pour les bombes nucléaires.\nIl y a longtemps, quelques tests nucléaires ont été réalisés dans le désert, relativement loin d'ici.\n	Здесь я имел в виду конкретно манекен, использованный в ядерном испытании. Как манекен для краш-тестов, но для ядерных бомб.\nДавно в пустыне проводились ядерные испытания, довольно далеко отсюда.\n
Dialogues/scientist_OldGasMask2	<voice type=question>\nMaybe you'll find the masks in some place where dangerous materials were involved?\n<voice type=question>\nA mine, perhaps? And maybe someone uses them still?	<voice type=question>\nМоже би ще намериш маските на някое място, където са били замесени опасни материали?\n<voice type=question>\nМина, може би? И може би някой все още ги използва?	<voice type=question>\nPeut-être que tu trouveras les masques dans un endroit où des matériaux dangereux étaient manipulés ?\n<voice type=question>\nUne mine, peut-être ? Et peut-être que quelqu'un les utilise encore ?\n	<voice type=question>\nМожет, ты найдешь маски там, где работали с опасными материалами?\n<voice type=question>\nВ шахте, может быть? И, возможно, кто-то до сих пор их использует?\n
Dialogues/scientist_RadioactivePlant	A rare species of plant, with some special effects thanks to radioactivity. \nSome specimens are to be found deep in the forest.\nJust go as far as you can.	Редки вид растение, с някои специални ефекти благодарение на радиацията. \nНякои екземпляри могат да се намерят дълбоко в гората.\nПросто продължавай напред.	Une espèce rare de plante, avec certains effets spéciaux grâce à la radioactivité.\nQuelques spécimens se trouvent profondément dans la forêt.\nVa juste aussi loin que tu peux.\n	Редкий вид растения с особыми эффектами благодаря радиации.\nНекоторые экземпляры можно найти глубоко в лесу.\nПросто иди как можно дальше.\n
Dialogues/scientist_RadioactiveClothes	A hazmat suit? Absolutely vital if you plan to walk through irradiated zones without melting. You won’t just find one lying around — you’ll have to craft it yourself.	Екип за химическа защита? Абсолютно необходим, ако планираш да минаваш през заразени зони без да се разтопиш. Няма да намериш такъв просто така — ще трябва да си го направиш сам.	Une combinaison hazmat ? Absolument vitale si tu prévois de traverser des zones irradiées sans fondre. \nTu n’en trouveras pas juste traîner — tu devras la fabriquer toi-même.\n	Защитный костюм? Абсолютно необходим, если планируешь пройти через радиоактивные зоны, не расплавившись. \nПросто так один не найдешь — придётся создать его самому.\n
Dialogues/scientist_Tektite	<voice type=question>\nTrinitite? \nIt's this kind of rock that is being created during nuclear explosions in the desert.\nI'm sure some is still left from the earlier nuke-happy times.	<voice type=question>\nТринити?\nТова е вид скала, която се образува по време на ядрени експлозии в пустината.\nСигурен съм, че останало от по-ранните време на ядрените експлозии.	<voice type=question>\nTrinitite ? \nC’est un type de roche qui se forme lors des explosions nucléaires dans le désert.\nJe suis sûr qu’il en reste encore de l’époque où on faisait la fête avec les bombes nucléaires.\n	<voice type=question>\nТринитит? \nЭто такой камень, который образуется во время ядерных взрывов в пустыне.\nЯ уверен, что кое-что осталось с тех времен, когда любили ядерные испытания.\n
Dialogues/scientist_BlueberrieRadioactive	<voice type=question>\nBlueberries. Where might they be? Where do you find them usually?	<voice type=question>\nЧерни ягоди Къде може да са? Къде обикновено ги намираш?	<voice type=question>\nMyrtilles. Où pourraient-elles être ? Où les trouve-t-on habituellement ?\n	<voice type=question>\nЧерника. Где она может быть? Где обычно её находят?\n
Dialogues/scientist_GuaranaRadioactive	<voice type=question>\nIt's a bit funny there's guarana to be found in Murricaville, ain't it? It must be an invasive species.\nThen again, I was never much into biology, too messy. For what it's worth, they might just be mutated strawberries.\nBut I have an inkling that radioactive guarana might be especially useful to me. 	<voice type=question>\nМалко е забавно, че има гуарана в Мюрикавил, нали? Трябва да е инвазивен вид.\nТогава пак, никога не съм бил много запален по биологията, твърде мръсно. За каквото и да е, може би са просто мутирали ягоди.\nНо имам чувството, че радиоактивната гуарана може да ми бъде особено полезна. 	<voice type=question>\nC’est un peu drôle qu’on trouve du guarana à Murricaville, non ? Ça doit être une espèce invasive.\nCela dit, je n’ai jamais été très passionné par la biologie, trop désordonné. Pour ce que ça vaut, ce pourraient juste être des fraises mutantes.\nMais j’ai l’intuition que le guarana radioactif pourrait m’être particulièrement utile.\n	<voice type=question>\nДовольно забавно, что гуарану можно найти в Murricaville, не правда ли? Должно быть, это инвазивный вид.\nС другой стороны, я никогда особо не увлекался биологией, слишком хаотично. По сути, это могут быть просто мутировавшие клубники.\nНо у меня есть предчувствие, что радиоактивная гуарана может быть особенно полезна мне.\n
Dialogues/scientist_RadiatedRatMeat	Find a green glowing rat. Hard to mistake it for anything else really.\nJust kill it and bring it too me. \n<voice type=laugh>\nGood luck!	Намери зелен светенещ свиняк. Трудно да го свалиш за нещо друго.\nПросто го убий и донеси го на мен. \n<voice type=laugh>\nУспех!	Trouve un rat vert luisant. Difficile de le confondre avec autre chose, vraiment.\nTue-le simplement et apporte-le-moi. \n<voice type=laugh>\nBonne chance !\n	Найди зелёную светящуюся крысу. Её трудно перепутать с чем-то другим.\nПросто убей её и принеси мне. \n<voice type=laugh>\nУдачи!\n
Dialogues/scientist_RadiatedSnakeMeat	Some of the snakes are green and glowing. They would make for a great party accessory were they not so unwieldy. \nKill one and bring it to me. Not for fun, for science, of course.\n<voice type=laugh>\nGood luck!	Някои от змиите са зелени и светят. Биха били страхотен аксесоар за вечери, ако не бяха толкова неудобни. \nУбий една и донеси ми я. Не за забавление, за наука, разбира се.\n<voice type=laugh>\nУспех!	Certains serpents sont verts et brillants. Ils feraient un super accessoire de fête s'ils n'étaient pas si encombrants. \nTue-en un et apporte-le-moi. Pas pour le plaisir, mais pour la science, bien sûr.\n<voice type=laugh>\nBonne chance !\n	Некоторые змеи зелёные и светятся. Из них вышел бы отличный аксессуар для вечеринки, если бы они не были такими неудобными. \nУбей одну и принеси мне. Не для развлечения, а для науки, конечно.\n<voice type=laugh>\nУдачи!\n
Dialogues/scientist_RadiatedWildMeat	You may find a green glowing wolf where other wolves appear as well.\nKill it and bring it too me, I have an idea what I might extract from it.\n<voice type=laugh>\nGood luck!	Можеш да намериш зелен светъл вълк, където се появяват и други вълци.\nУбий го и донеси го на мен, имам идея какво мога да извлека от него.\n<voice type=laugh>\nУспех!	Vous pouvez trouver un loup vert luminescent là où apparaissent aussi d'autres loups.\nTuez-le et apportez-le-moi, j'ai une idée de ce que je pourrais en extraire.\n<voice type=laugh>\nBonne chance !\n	Вы можете найти зелёного светящегося волка там, где появляются и другие волки.\nУбейте его и принесите мне — у меня есть идея, что я мог бы из него извлечь.\n<voice type=laugh>\nУдачи!\n
Dialogues/scientist_UraniumGlass	<voice type=question>\nI think you might find some uranium glass in an uranium mine?\nBut you can also try the junkyard, some dumbass could have thrown it away not having recognized its value.	<voice type=question>\nМисля, че може да намериш малко ураниево стъкло в ураниева мина?\nНо можеш да провериш и на сметището, някой глупак може да го е изхвърлил, без да осъзнае стойността му.	<voice type=question>\nJe pense que tu pourrais trouver du verre à l’uranium dans une mine d’uranium ?\nMais tu peux aussi essayer à la casse, un imbécile a peut-être jeté ça sans en reconnaître la valeur.\n	<voice type=question>\nДумаю, ты можешь найти урановое стекло в урановой шахте?\nНо можешь также поискать на свалке — какой-нибудь дурак мог выбросить его, не осознав его ценности.\n
Dialogues/scientist_Uranium	It used to be excavated in uranium mines, also here in the region.\nI bet there is one nearby, but I don't know where exactly.	Изкопавали са го в уранови мини, също и тук в региона.\nЗалагам, че има една наблизо, но не знам точно къде.	Autrefois, on l’extrayait dans des mines d’uranium, y compris ici dans la région.\nJe parie qu’il y en a une à proximité, mais je ne sais pas exactement où.\n	Раньше его добывали в урановых шахтах, в том числе здесь, в этом регионе.\nДержу пари, где-то поблизости есть одна, но я не знаю точно где.\n
Dialogues/scientist_NuclearRod	A nuclear rods? Now we're talking serious power. It’s refined uranium, spun into purity by a centrifuge and shaped into a perfect little stick of energy. 	Ядрена пръчка? Сега говорим за сериозна мощност. Това е пречистен уран, завъртян до съвършенство в центрофуга и оформен в перфектна малка пръчица енергия.	Des barres nucléaires ? Là, on parle de puissance sérieuse. \nC’est de l’uranium raffiné, tourné vers la pureté dans une centrifugeuse et façonné en un petit bâtonnet d’énergie parfait. \n	Ядерные стержни? Теперь речь идёт о серьёзной мощности. \nЭто очищенный уран, центрифугой доведённый до чистоты и сформированный в идеальную маленькую палочку энергии. \n
Dialogues/scientist_UraniumMushroom	Irradiated mushrooms. Very important for my next scientific project. No other reason.\n<voice type=question>\nWhere to find them? I bet those that are underground could retain more radioactivity.\nThere are some in the overgrown cooling tower around here, but I doubt it will be enough. 	Радиационни гъби. Много важни за следващия ми научен проект. Няма друг друг начин.\n<voice type=question>\nКъде да ги намеря? Залагам, че тези под земята ще запазват повече радиоактивност.\nИма някои в преобширения кула за охлаждане тук, но съм съмнителен дали ще е достатъчно.	Champignons irradiés. Très importants pour mon prochain projet scientifique. Pour aucune autre raison. \n<voice type=question>\nOù les trouver ? Je parie que ceux qui sont sous terre pourraient retenir plus de radioactivité. \nIl y en a quelques-uns dans la tour de refroidissement envahie juste à côté, mais je doute que ce soit suffisant. \n	Облучённые грибы. Очень важны для моего следующего научного проекта. Ни по какой другой причине. \n<voice type=question>\nГде их найти? Думаю, те, что под землёй, могли сохранить больше радиоактивности. \nНемного есть в заросшей градирне неподалёку, но сомневаюсь, что этого хватит. \n
Dialogues/scientistStage1Complited	<voice type=thanks>\nI am happy to announce I finally have enough resources to activate this power plant in its full power!\n<voice type=thanks>\nFrom tomorrow on, Murricaville would never have to worry about electricity!\n<voice type=thanks>\nBless the President, y'all! Glory to progress!	<voice type=thanks>\nРадвам се да обявя, че намерих достатъчно ресурси, за да активирам тази електроцентрала на пълна мощ!\n<voice type=thanks>\nОт утре Мърикавил никога повече няма да се притеснява за електричество!\n<voice type=thanks>\nБлагословено бъдеш Президент, всички! Слава на прогреса!	<voice type=thanks>\nJe suis heureux d’annoncer que j’ai enfin suffisamment de ressources pour activer cette centrale électrique à pleine puissance ! \n<voice type=thanks>\nÀ partir de demain, Murricaville n’aura plus jamais à se soucier de l’électricité ! \n<voice type=thanks>\nBénissez le Président, tous ! Gloire au progrès ! \n	<voice type=thanks>\nРад сообщить, что у меня наконец достаточно ресурсов, чтобы запустить эту электростанцию на полную мощность!\n<voice type=thanks>\nС завтрашнего дня Murricaville больше никогда не придется беспокоиться о электричестве!\n<voice type=thanks>\nБлагослови президента! Слава прогрессу!\n
Dialogues/scientistWait	I am in the middle of some calibrations.\nCome back tomorrow, will ya.	В момента правя някакви калибрации.\nЕла утре, става ли?	Je suis en train de faire quelques calibrages. \nReviens demain, d’accord ? \n	Я сейчас занимаюсь калибровкой. \nПриходи завтра, ладно? \n
Dialogues/prepNextDayOnPowerPlant1	<voice type=question>\nHmm, it's closed now?\nI wonder why...\nThe air feels odd.	<voice type=question>\nХм, сега е затворено?\nЧудя се защо...\nВъздухът се усеща странно.	<voice type=question>\nHmm, c’est fermé maintenant ? \nJe me demande pourquoi... \nL’air est étrange. \n	<voice type=question>\nХм, сейчас закрыто? \nИнтересно, почему... \nВоздух ощущается странно. \n
Dialogues/prepNextDayOnPowerPlant2	There is a lot of background radiation in the area.\n<voice type=question>\nWhat did he do?	В района има много фонова радиация.\n<voice type=question>\nКакво е направил?	Il y a beaucoup de radiation de fond dans la zone. \n<voice type=question>\nQu’a-t-il fait ? \n	В этом районе высокий уровень фона радиации. \n<voice type=question>\nЧто он сделал? \n
Dialogues/prepNextDayOnPowerPlant3	<voice type=surprise>\nOh, no...	<voice type=surprise>\nО, не…	<voice type=surprise>\nOh, non... \n	<voice type=surprise>\nО нет... \n
Dialogues/scientistStage2Start1	<voice type=greeting>\nOh, Mr. Prepper, you are finally here!	<voice type=greeting>\nО, г-н Препър, накрая си тук!	<voice type=greeting>\nOh, Mr. Prepper, tu es enfin là !\n	<voice type=greeting>\nО, Mr. Prepper, ты наконец-то здесь!\n
Dialogues/prepStage2Start2	<voice type=upset>\nYes... And I almost got killed. Again. 	<voice type=upset>\nДа... И почти умрях. Още веднъж.	<voice type=upset>\nOui... Et j’ai failli me faire tuer. Encore. \n	<voice type=upset>\nДа... И меня чуть не убили. Снова. \n
Dialogues/scientistStage2Start3	I've heard animal noises outside, they sound agitated. \nI might have messed up a bit and a small amount of radiation got released during the stress test of a reactor.\nBut I don't think there is a causal connection between the two phenomena, the release of ionizing particles...	Чух животински звуци отвън, изглеждат развълнувани. \nМоже би съм направил малка грешка и малко количество радиация се е освободило по време на стрес теста на реактора.\nНо не мисля, че има причинно-следствена връзка между двете явления, освобождаването на йонизиращи частици...	J'ai entendu des bruits d'animaux dehors, ils semblaient agités. \nIl se peut que j'aie un peu raté quelque chose et qu'une petite quantité de radiation se soit échappée lors du test de contrainte d'un réacteur. \nMais je ne pense pas qu'il y ait un lien de cause à effet entre ces deux phénomènes, la libération de particules ionisantes... \n	Я слышал снаружи шумы животных, они звучали возбужденными. \nВозможно, я немного напортачил, и небольшое количество радиации было выброшено во время стресс-теста реактора. \nНо я не думаю, что между этими двумя явлениями есть причинно-следственная связь, выброс ионизирующих частиц... \n
Dialogues/prepStage2Start4	<voice type=question>\nWait, get back to the previous sentence. What do you mean "a small amount of radiation"?	<voice type=question>\nЧакай, върни се към предишното изречение. Какво имаш предвид с „малко количество радиация“?	<voice type=question>\nAttends, reviens à la phrase précédente. Que veux-tu dire par "une petite quantité de radiation" ? \n	<voice type=question>\nПодожди, вернись к предыдущему предложению. Что ты имеешь в виду под "небольшим количеством радиации"? \n
Dialogues/scientistStage2Start5	Umm... My estimate would be some... 400 petabecquerels... So far.	Хм... Моята оценка е някъде около... 400 петабекерела... Досега.	Euh... Mon estimation serait d’environ... 400 pétaBecquerels... Jusqu’à présent. \n	Эээ... Моя оценка будет примерно... 400 петаБеккерелей... Пока. \n
Dialogues/prepStage2Start6	<voice type=negation>\nThat's bad.	<voice type=negation>\nТова е лошо.	<voice type=negation>\nC'est mauvais. \n	<voice type=negation>\nЭто плохо. \n
Dialogues/scientistStage2Start7.1	It's... quite high, yes.\n<voice type=thanks>\nBut Mr. Prepper, it's so awesome!	Това е... доста високо, да.\n<voice type=thanks>\nНо г-н Препър, това е супер!	C'est... assez élevé, oui.\n<voice type=thanks>\nMais Mr. Prepper, c'est tellement génial !\n	Это... довольно высоко, да.\n<voice type=thanks>\nНо, Mr. Prepper, это так здорово!\n
Dialogues/scientistStage2Start7.2	<voice type=thanks>\nJust look at it!	<voice type=thanks>\nПогледни само!	<voice type=thanks>\nRegarde juste ça ! \n	<voice type=thanks>\nПросто посмотри на это! \n
Dialogues/scientistStage2Start8.1	<voice type=thanks>\nWith this technological feat, Murricaville harnesses the power of atom!	<voice type=thanks>\nС това технологично постижение Мърицивил успя да използва силата на атома!	<voice type=thanks>\nGrâce à cet exploit technologique, Murricaville exploite la puissance de l'atome ! \n	<voice type=thanks>\nС этим технологическим достижением Murricaville использует силу атома!\n
Dialogues/scientistStage2Start8.2	And on top of that, I have enough spare energy for my next project.	И на всичкото отгоре, имам достатъчно свободна енергия за следващия си проект.	Et en plus de ça, j’ai assez d’énergie de réserve pour mon prochain projet. \n	И вдобавок у меня достаточно лишней энергии для моего следующего проекта. \n
Dialogues/prepStage2Start9	<voice type=disappointment>\n...I'm afraid to ask.	<voice type=disappointment>\n...Страховат да попитам.	<voice type=disappointment>\n...J’ai peur de demander. \n	<voice type=disappointment>\n...Боюсь спросить. \n
Dialogues/scientistStage2Start10	<voice type=negation>\nOh, don't worry! It's completely harmless.	<voice type=negation>\nО, не се притеснявай! Напълно е безвредно.	<voice type=negation>\nOh, ne t’inquiète pas ! C’est complètement inoffensif. \n	<voice type=negation>\nО, не волнуйся! Это совершенно безвредно. \n
Dialogues/scientistStage2Start11	I want to fix this electrical switchgear. 	Искам да оправя тази електрическа апаратура.	Je veux réparer ce tableau électrique. \n	Я хочу починить это электрическое распределительное устройство. \n
Dialogues/scientistStage2Start12	I can already redirect energy to residential areas of the town, but if I fix this, I'll have way more options.	Мога вече да пренасоча енергия към жилищните райони на града, но ако оправя това, ще имам много повече опции.	Je peux déjà rediriger de l’énergie vers les zones résidentielles de la ville,  \nmais si je répare ça, j’aurai beaucoup plus d’options. \n	Я уже могу перенаправлять энергию в жилые районы города,  \nно если я это починю, у меня будет гораздо больше возможностей. \n
Dialogues/prepStage2Start13	<voice type=question>\nFor example?	<voice type=question>\nНапример?	<voice type=question>\nPar exemple ? \n	<voice type=question>\nНапример? \n
Dialogues/scientistStage2Start14	<voice type=thanks>\nThe local dam!\nIt's all messed up. But with a stable source of energy it will work like a charm.	<voice type=thanks>\nМестната язовирна стена!\nВсичко е объркано. Но с стабилен източник на енергия ще работи като чар.	<voice type=thanks>\nLe barrage local !  \nTout est en désordre. Mais avec une source d’énergie stable, il fonctionnera à merveille. \n	<voice type=thanks>\nМестная плотина!  \nВсё в беспорядке. Но с стабильным источником энергии она будет работать как надо. \n
Dialogues/prepStage2Start15	Mhm. Surprising as it is, it actually does sound quite harmless.\n<voice type=question>\nBut can we do anything about the radiation that has already leaked?	Мхм. Въпреки че е изненадващо, всъщност звучи доста безвредно.\n<voice type=question>\nНо можем ли да направим нещо срещу радиацията, която вече се е пуснала?	Mhm. Aussi surprenant que cela soit, cela semble en fait assez inoffensif.  \n<voice type=question>\nMais pouvons-nous faire quelque chose à propos des radiations qui se sont déjà échappées ? \n	Ммм. Как ни странно, это действительно звучит довольно безвредно.  \n<voice type=question>\nНо можем ли мы что-то сделать с радиацией, которая уже просочилась? \n
Dialogues/scientistStage2Start16	Oh, yes, here, suit yourself.	Е, да, вземи си.	Oh, oui, tiens, fais-toi plaisir. \n	О, да, вот, угощайся. \n
Dialogues/prepStage2Start17	I think it'll be fine, personally. I mean the environment around.	Мисля, че ще е наред, лично аз. Имам предвид околната среда.	Je pense que ça ira pour moi personnellement. Je parle de l'environnement autour. \n	Лично я думаю, что всё будет нормально. Я имею в виду окружающую среду. \n
Dialogues/scientistStage2Start18	Oh, sure! I don't care that much.\n<voice type=acceptance>\nI'll deal with that eventually, don't you worry, Mr. Prepper!\n<voice type=thanks>\nBless the President, y'all! Glory to progress!	О, разбира се! Не ме интересува толкова.\n<voice type=acceptance>\nНакрая ще се заная, не се притеснявай, г-н Препър!\n<voice type=thanks>\nБоже, пази президента! Слава на прогреса!	Oh, bien sûr ! Ça ne me dérange pas trop.\n<voice type=acceptance>\nJe m'en occuperai tôt ou tard, ne t'inquiète pas, Mr. Prepper !\n<voice type=thanks>\nBénissez le Président ! Gloire au progrès !\n	О, конечно! Мне это особо не важно.\n<voice type=acceptance>\nЯ этим займусь в свое время, не переживай, Mr. Prepper!\n<voice type=thanks>\nБлагослови Президента! Слава прогрессу!\n
Dialogues/prepStage2FirstQuest1	<voice type=question>\nI assume you have another request for me?	<voice type=question>\nПредполагам, че имаш още една молба за мен?	<voice type=question>\nJe suppose que vous avez une autre demande pour moi ? \n	<voice type=question>\nПолагаю, у вас есть ко мне ещё одна просьба? \n
Dialogues/scientistStage2FirstQuest2	Oh, sure, not a dull moment around here.\nThere might be something just for you.	О, разбира се, тук никога не е скучно.\nМоже би има нещо точно за теб.	Oh, bien sûr, il n'y a jamais de moment ennuyeux ici.  \nIl y a peut-être quelque chose juste pour toi. \n	О, конечно, здесь никогда не бывает скучно.  \nВозможно, есть что-то специально для тебя. \n
Dialogues/scientistStage2FirstQuest3	First of all, I have this Crane Machine all set.	Първо, имам тази машина за кранове, готова за действие.	Tout d'abord, j'ai cette machine à grue prête à fonctionner. \n	Прежде всего, у меня есть этот кран, полностью готовый к работе. \n
Dialogues/scientistStage2FirstQues4	There is a substantial amount of radioactive waste upstairs. And also some regular junk which is now radioactive.\nSome of it is... potentially dangerous. I intended to deal with it before, but something always got in the way.\nWith this Crane Machine you can safely... relatively safely extract the items from the room upstairs.	Има доста радиоактивни отпадъци на горния етаж. И някои обикновени боклуци, които сега са радиоактивни.\nНякои от тях са... потенциално опасни. Исках да се справя с тях преди, но винаги нещо се изпречваше на пътя ми.\nС тази машина за повдигане можеш безопасно... относително безопасно да извадиш предметите от стаята на горния етаж.	Il y a une quantité importante de déchets radioactifs à l'étage.  \nEt aussi quelques déchets ordinaires qui sont maintenant radioactifs.  \nUne partie d'entre eux est... potentiellement dangereuse. J'avais l'intention de m'en occuper avant, mais quelque chose se mettait toujours en travers.  \nAvec cette machine à grue, vous pouvez extraire les objets de la pièce à l'étage en toute sécurité... relativement en sécurité. \n	Наверху находится значительное количество радиоактивных отходов.  \nА также немного обычного мусора, который теперь радиоактивен.  \nЧасть из него... потенциально опасна. Я намеревался разобраться с этим раньше, но что-то всегда мешало.  \nС этой крановой машиной вы можете безопасно... относительно безопасно извлечь предметы из комнаты наверху. \n
Dialogues/prepStage2FirstQuest5	<voice type=question>\nI see. And why wouldn't you do it yourself?	<voice type=question>\nРазбирам. А защо не го направиш сам?	<voice type=question>\nJe vois. Et pourquoi ne le feriez-vous pas vous-même ? \n	<voice type=question>\nПонимаю. А почему бы тебе не сделать это самому? \n
Dialogues/scientistStage2FirstQues6	<voice type=acceptance>\nAh, I don't have patience for this. Basic science? Sure. Engineering? Very cool.\n<voice type=negation>\nActual operation of machines? Nah, I should have lab assistants for this.\nBut I think it's the best job for you! Just be careful.\nSome of that stuff can cause a substantial leak when it falls. Or simply blow up.	<voice type=acceptance>\nАх, нямам търпение за това. Основни науки? Разбира се. Инженеринг? Много страхотно.\n<voice type=negation>\nРеална работа с машини? Не, трябва да имам асистенти в лабораторията за това.\nНо мисля, че това е най-добрата работа за теб! Само бъди внимателен.\nНякои от тези неща могат да причинят голяма теч, когато паднат. Или просто да експлодират.	<voice type=acceptance>\nAh, je n'ai pas de patience pour ça. Science de base ? Bien sûr. Ingénierie ? Très cool.  \n<voice type=negation>\nLe fonctionnement réel des machines ? Non, je devrais avoir des assistants de laboratoire pour ça.  \nMais je pense que c'est le meilleur travail pour toi ! Sois juste prudent.  \nCertaines de ces choses peuvent provoquer une fuite importante si elles tombent. Ou simplement exploser. \n	<voice type=acceptance>\nАх, у меня нет терпения для этого. Базовая наука? Конечно. Инженерия? Очень круто.  \n<voice type=negation>\nНастоящая эксплуатация машин? Нет, для этого у меня должны быть лабораторные ассистенты.  \nНо я думаю, что это лучшая работа для тебя! Просто будь осторожен.  \nНекоторые вещи могут вызвать значительный выброс при падении. Или просто взорваться. \n
Dialogues/prepStage2FirstQuest7	<voice type=disappointment>\n...		<voice type=disappointment>\n...\n	<voice type=disappointment>\n...\n
Dialogues/scientistStage2FirstQuest8	<voice type=thanks>\nBut if you don't want to do it, I will have to!\nI'd just need to find a way to do it really quickly so I can get back to other work. Perhaps if I disable some safety mechanisms in the crane...	<voice type=thanks>\nНо ако не искаш да го направиш, ще трябва да го направя аз!\nТрябва ми само да намеря начин да го направя много бързо, за да се върна към други работи. Може би да изключа някои механизми за безопасност в крана...	<voice type=thanks>\nMais si tu ne veux pas le faire, je devrai le faire !  \nJe dois juste trouver un moyen de le faire très rapidement pour pouvoir retourner à d'autres travaux. Peut-être si je désactive certains mécanismes de sécurité de la grue... \n	<voice type=thanks>\nНо если ты не хочешь этого делать, придётся мне!  \nМне просто нужно найти способ сделать это очень быстро, чтобы я мог вернуться к другой работе. Может быть, если я отключу несколько защитных механизмов крана... \n
Dialogues/prepStage2FirstQues9	<voice type=negation>\nNo, no, wait. Don't. I will do it. 	<voice type=negation>\nНе, не, чакай. Не го прави. Аз ще го направя.	<voice type=negation>\nNon, non, attends. Ne le fais pas. Je vais le faire. \n	<voice type=negation>\nНет, нет, подожди. Не делай этого. Я сделаю это. \n
Dialogues/scientistStage2FirstQuest10	Great! I need $x$ from the Crane Machine.	Страхотно! Имам нужда от $x$ от машината за кранове.	Super ! J'ai besoin de $x$ de la machine à grue. \n	Отлично! Мне нужно $x$ из крана. \n
Dialogues/scientistStage2FirstQuest11	You can control it from here.	Можеш да го управляваш оттук.	Vous pouvez le contrôler d'ici. \n	Ты можешь управлять им отсюда. \n
Dialogues/scientistStage2FirstQuest12	<voice type=thanks>\nGood luck!	<voice type=thanks>\nУспех!	<voice type=thanks>\nBonne chance ! \n	<voice type=thanks>\nУдачи! \n
Dialogues/scientist_MetalToilet	One should be in a box upstairs. I hope it's stylish.\nYou can get it with the Crane Machine.	Един трябва да е в кутия горе. Надявам се да е стилен.\nМожеш да го вземеш с крана.	Il devrait y en avoir une dans une boîte à l'étage. J'espère qu'elle est stylée.  \nVous pouvez la récupérer avec la machine à grue. \n	Одна должна быть в ящике наверху. Надеюсь, она стильная.  \nТы можешь достать её с помощью крана. \n
Dialogues/scientist_NuclearBomb	You can find this thing, probably still functional, among the junk upstairs.\nGet it with the crane machine. Just please don't drop it, this one is dangerous.	Можеш да намериш това нещо, вероятно все още функционално, сред боклуците горе.\nВземи го с крана. Моля те, не го изпускай, това е опасно.	Vous pouvez trouver cet objet, probablement encore fonctionnel, parmi les déchets à l'étage.  \nRécupérez-le avec la machine à grue. S'il vous plaît, ne le laissez pas tomber, celui-ci est dangereux. \n	Эту штуку, вероятно, всё ещё рабочую, можно найти среди хлама наверху.  \nДостань её краном. Только, пожалуйста, не урони её, она опасная. \n
Dialogues/scientist_OldComputer	One should be in one of the boxes upstairs.\nCrane machine is the best way to get it. Be careful, it's electronics after all.	Трябва да си в една от кутиите горе.\nКрановете са най-добрият начин да го вземеш. Внимавай, все пак е електроника.	Il devrait y en avoir un dans l'une des boîtes à l'étage.  \nLa machine à grue est le meilleur moyen de l'obtenir. Faites attention, c'est de l'électronique après tout. \n	Один должен быть в одной из коробок наверху.  \nЛучший способ достать его — с помощью крана. Будь осторожен, это же электроника. \n
Dialogues/scientist_BigUraniumRod	I think I saw one big fat uranium rod upstairs.\nPlease bring the bad boy down.	Мисля, че видях една голяма дебела уран-радиоактивна пръчка горе.\nМоля, донеси я долу.	Je crois avoir vu une grosse barre d'uranium à l'étage.  \nS'il te plaît, fais descendre ce mauvais garçon. \n	Мне кажется, я видел наверху один большой толстый урановый стержень.  \nПожалуйста, спусти эту штуку вниз. \n
