# source\tterm\tenglish\nI2Languages (I2.Loc.LanguageSourceAsset)	UI/Blueprint	Blueprint
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WildMeat	Парче месо
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Amethyst	Аметист
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ArtOfNegotiationBook1	Изкуството на преговорите
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ArtOfNegotiationBook2	Изкуството на преговорите II
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BlessPresident	Боже, пази президента
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Bob	Боб
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BobBook	Книга за ядрената война
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BobJacket	Якето на Боб
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BobGlasses	Очила на Боб
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BuilderBook	Книга за изработка
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Canvas1	Картина
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyAmethyst	Може да се продаде на добра цена.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyAnimalPart1	Перо на птица.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyAnimalPart2	Впечатляващ бивник. Имаме ли морски бозайници тук?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyAnimalPart3	Опашка на енот. За тези, които копнеят за стил "Малък дървосекач".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyAnimalPart4	Лисича опашка. Може да донесе добра цена.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyAnimalPart5	Рога, универсална претенциозна украса.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyArtOfNegotiationBook1	Открий своя вътрешен преговарящ и научи как да договаряш по-добри цени.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyArtOfNegotiationBook2	Овладей изкуството на преговорите и постигни още по-добри цени.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBasicBait	Основна стръв за капани.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBigGameBait	Работи по-бавно, но позволява да хванеш нещо по-голямо.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBlessPresident	Карикатура на президента
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBobJacket	Любимата яке на Боб. Малко мръсно. Не е ясно за какво е цялата тази суматоха.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBobBook	Защита от радиация: Какво да знаете и правите при ядрена атака. Информационна книжка от едно от правителствата преди Чумата.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBobGlasses	Стилен корекционен очила. Смята се, че изглеждат добре на всеки Боб, независимо от вида му.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBuilderBook	Крайно преобразяване на убежището! Научи как да строиш стаи по-бързо.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCanvas1	Просто защото нямаш много гости, не значи, че не трябва да имаш някаква качествена декорация.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCookBook1	Готвене за един: Проста кухня, когато не трябва да се грижиш за вкуса на никого другиго. Научава те на нови рецепти за готвене.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCookBook2	Ядрена кухня: Идеи да разнообразиш живота в убежището си! Научава те на нови рецепти за готвене.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCookBook3	Ядене от кофата: Най-добрите ястия от остатъци. Научава те на нови рецепти за готвене.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyDiamond	Диамант.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyDoItYourselfBook1	Ръководство за майстори. Научи се да изработваш по-бързо.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyDoItYourselfBook2	Ръководство за майстори, том II. Научи се да изработваш още по-бързо.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyDriedGuarana	Сушена гуарана. Енергия с по-дълъг срок на годност.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyEmerald	Няма нужда от зелени очила тук. Може да се продаде на добра цена.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyEnergyDrink	Забавя нуждата от сън. Просто не разчитай на него като основен източник на храна.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyEpicBait	Примамка, която може да ти помогне да уловиш много редки същества.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyExoticBait	Примамка за по-редки животни.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyFastBait	Бърза стръв за бързи ефекти.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyGaiger	Не е лошо, не е и ужасно. Малко ръждясало, но трябва да показва нивата на радиация правилно.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyGardeningBook1	Градинарство: Научи се да отглеждаш растения по-бързо.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyGardeningBook2	Тайното градинарство: Научи се да отглеждаш растения още по-бързо.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyGold	И блести, и може да се продаде за добра цена.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyGuarana	Едно катерливо растение и стимулант, богат на кофеин.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyGuaranaWild	Дива гуарана се появява. Много е ефективна! (Заради високото съдържание на кофеин.)
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyHealthyEatingBook	Яж, взривявай, обичай: Здравословна кухня за гражданина на света. Научи се да извличаш максимума от храната си.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyIronOre	Разтопи го в пещта, за да получиш малко метал.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyKnife	Основен инструмент за всеки препър.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyLogs block	Дневниците блокират пътя ти!
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyLucille	Подобрена бейзболна бухалка. Вероятно може да се справи със зомбита. (Надявам се да нямаме такива наоколо...?)
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMachet	Мачете
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMartialArtsBook1	Отбрана и контраатака: Научи се да бъдеш по-ефективен в битката. Ще ти позволи да се движиш и атакуваш едновременно.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMartialArtsBook2	Осигурено унищожение: Научи се да бъдеш още по-ефективен в битката. Ще отключи критични удари.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMiningPassFour	Карта за достъп до ниво -5 в мината.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMiningPassOne	Карта за достъп до ниво -2 в мината.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMiningPassThree	Карта за достъп до ниво -4 в мината.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMiningPassTwo	Карта за достъп до ниво -3 в мината.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMiningPassZero	Карта за достъп до ниво -1 в мината.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMiningPassFive	Карта за достъп до мистериозното, променливо най-ниско ниво на мината.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutManLetter1	Писмо от непознат, който се нарича "Минуteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutManLetter2	Писмо от непознат, който се нарича "Минуteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutManLetter3	Писмо от непознат, който се нарича "Минуteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutManLetter4	Писмо от непознат, който се нарича "Минуteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutManLetter5	Писмо от непознат, който се нарича "Минуteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutManLetter6	Писмо от непознат, който се нарича "Минуteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutManLetter7	Писмо от непознат, който се нарича "Минуteman".
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMinutManLetter8	Писмо от непознат, който се нарича „Минуteman“.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyNoSleepBook	Агент на съня: Научи се да спиш и да подремваш по-ефективно.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPetrolheadBook	Удар по Пътят на яростта: Научи се как да използваш горивото по-ефективно.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPhoto	Снимка от самолетната катастрофа. На нея е изобразен пилот в самолет. Чакай, дали това не е... г-н Препър?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPill	Тази дрога ще те държи буден през нощта.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPipe	Твоят бункер е готов. Направи го още по-сигурен и комфортен.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPlanObject	Твоят ценен ОПАКОВАН ПЛАН. Той ще ти помогне да избягаш.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyPreppersGuideBook	Ръководството на Препър: Научи се да бъдеш по-подготвен.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyRocketPhoto	Снимка на великолепен ракет. Много вдъхновяваща.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyRottenFood	Ох... развалено е. Храната в хладилника трае по-дълго.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyRuby	Червен скъпоценен камък, оцветен благодарение на хром. Може да се продаде на добра цена.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeySeed Cucumber	Постави ги в саксия, за да порасне краставица.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeySeed Guarana	Постави ги в саксия, за да пораснат.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyShroomsWild	Диви гъби. Върни се там, където си ги намерил, някой ден може да пораснат отново от мицела.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeySpear	Ключ за изработка на копие
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyStrengthTrainingBook1	Атлас Джакнат: Научи се да носиш повече тежест.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyStrengthTrainingBook2	Атлас По-Здрав: Научи се да носиш още повече тежест.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyStuff	Неща от работната маса
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeySupremeBait	Примамка, която е едновременно бърза и ефективна.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeySuspiciousBush	Буш с подозрителна изработка
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyTestW2	Изработка
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyTomahawk	Бутон за изработка на томахавка
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyWalrusBook	Проект Леден червей: Научи се как да се справяш с много ниски температури
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyherbFirstLetter	Писмо с красив, цветен почерк.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Diamond	Диамант
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DoItYourselfBook1	Ръководство за майстори
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DoItYourselfBook2	Ръководство за майстори II
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DriedGuarana	Сушена гуарана
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Emerald	Изумруд
I2Languages (I2.Loc.LanguageSourceAsset)	Items/EnergyDrink	Енергийна напитка
I2Languages (I2.Loc.LanguageSourceAsset)	Items/EpicBait	Епична стръв
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Gaiger	Гейгер брояч
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GardeningBook1	Градина на затворените врати
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GardeningBook2	Тайният градинар (Градинарство II)
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Gold	Злато
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Guarana	Гуарана
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GuaranaWild	Дива гуарана
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HealthyEatingBook	Яж, взривявай, обичай: Здравословна кухня
I2Languages (I2.Loc.LanguageSourceAsset)	Items/IronOre	Желязна руда
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Knife	Нож
I2Languages (I2.Loc.LanguageSourceAsset)	Items/KolejkaLesna	Искаш да направиш нещо?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Logs block	Блок с дневници
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LootBoxMine	Кутия с дървена мина
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LootBoxMine2	Кутия с дървена мина
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LootBoxMineUranium	Кутия за дървена мина
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Lucille	Лусил
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Machet	Мачет
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MartialArtsBook1	Възпиране и Отмъщение
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MartialArtsBook2	Уверено унищожение
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningPassFive	Миньорски пропуск - Мистериозен ниво
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningPassFour	Миньорски пропуск -5
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningPassThree	Миньорски пропуск -4
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningPassTwo	Миньорски пропуск -3
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningPassZero	Миньорски пропуск -1
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningRock	Голям камък
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutManLetter1	Писмо от Минуteman
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutManLetter2	Писмо от Минуteman
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutManLetter3	Писмо от Минуteman
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutManLetter4	Писмо от Минуteman
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutManLetter5	Писмо от Минуteman
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutManLetter6	Писмо от Минуteman
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutManLetter7	Писмо от Минуteman
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutManLetter8	Писмо от Минуteman
I2Languages (I2.Loc.LanguageSourceAsset)	Items/NoSleepBook	Агент на съня
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PetrolheadBook	Удар по Пътят на яростта
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Photo	Снимка
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PickRock	Камък
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Pill	Хапче
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Pipe	Тръба
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PlanObject	План за бягство
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PostMan	Пощальон
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PreppersGuideBook	Ръководството на Препър за Препърене
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RocketPhoto	Фото на ракетата
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RoomUpgradeProto	Стая за надграждане
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RottenFood	Развалена храна
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Ruby	Руби
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Seed Guarana	Семе от гуарана
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ShroomsWild	Диви гъби
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SladgeHammer	Чукът на Сладж
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Spear	Копие
I2Languages (I2.Loc.LanguageSourceAsset)	Items/StrengthTrainingBook1	Атлас Джакнат
I2Languages (I2.Loc.LanguageSourceAsset)	Items/StrengthTrainingBook2	Атлас по-мускулест
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Stuff	Неща
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SupremeBait	Върховен примамка
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SuspiciousBush	Подозрителен храст
I2Languages (I2.Loc.LanguageSourceAsset)	Items/TestW2	Изработка
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Tomahawk	Томахоук
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WalrusBook	Проект Ледена Червей
I2Languages (I2.Loc.LanguageSourceAsset)	Items/basePref	предпочитания на бункера
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbFirstLetter	Писмо
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HerbPill	Писмо
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RoastedDeerMeat	Печено бутче от месо
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRoastedDeerMeat	Добре, сега знам, че не съм над това да ям Бейби.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RoastedBoarMeat	Стекове
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRoastedBoarMeat	Добре изпечено, Обеликс би се гордял.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbBed	Леглото на Джени
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbBedDes	Но бабо! Каква малка къщичка имаш, каза Малкият Препър Червеношапчица.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbDeerTrophy	Трофей от елен на Джени
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbDeerTrophyDes	Трофей на ловец? Може би има повече в този билкар, отколкото изглежда на пръв поглед.\nИ какво е това с тези рога?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbGrowingBox	Кутията за отглеждане на Джени
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbGrowingBoxDes	Кутия за отглеждане. Някак си имам чувството, че тези растения не са само декоративни.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbTV	Телевизорът на Джени
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbTVDes	Няма нищо стойностно по телевизията след Чумата, само новини за успехите на правителството, остарели образователни програми и стари уестърни.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbWeedHook	Кука за трева
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbWeedHookDes	Това вероятно е инструмент за плевене. Но със сигурност може да те убие.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbDaisyGrubber	Култиватор с маргаритка
I2Languages (I2.Loc.LanguageSourceAsset)	Items/herbDaisyGrubberDes	Градински инструмент или устройство за мъчения? Не вярвам на сладкото маргаритка, нарисувано върху него.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Calendar	Календар
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CalendarDes	Помага да следиш важни събития
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Foil	Алуминиево фолио
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFoil	Най-добрата защита от вълни, контролиращи ума.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RadioReciver	Радиото на Джо
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRadioReciver	Това със сигурност е стар уред, но изглежда, че може да улавя предавания от далеч.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RoomUpgradeBook1	Градинарство под земята
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRoomUpgradeBook1	Тази книга за градинарство под земята ли е или за криене от властите? Да.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BrokenRevolwer	Счупен револвер
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBrokenRevolwer	Счупено е.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Path	Път
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SignTraps	Капани Знаци
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HunterNote	Бележка от Ловджийката
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Bunk	Бункер
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescBunk	Едно спартанско легло. Явно сънят не е приоритет тук.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FortObserverMonitor	Монитор
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FortObserverMonitorStorage	Монитор
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescFortObserverMonitor	Един от мониторите на базата на Форт Наблюдател. Кой наблюдава наблюдателите?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FortObserverPass	Карта за достъп
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescFortObserverPass	Карта за достъп до някъде. Намерена в останките на самолета.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AICore	ядрена сърцевина
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescAICore	Ядрото на AI за сигурност на Fort Observer.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AICoreCase	ядро на изкуствения интелект
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescAICoreCase	Капак за ядро на сигурност. Може би нещо може да се сложи вътре?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FakeAICore	Фалшив изкуствен интелект
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescFakeAICore	Фалшив AI ядро с персонализиран вътрешен механизъм
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RocketPartCore	Модул за управление на ракетата
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescRocketPartCore	AI модул за управление на ракета. Важен за твоя план за бягство.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Bigos	Бигос
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBigos	Силно, ароматно ястие от зеле и месо. Рецепта от баба Марианна.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BlueberrySmoothie	Смути от боровинки
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBlueberrySmoothie	Сгъстен вкус от гората. Няма как да сбъркаш с това.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CarrotSoup	Супа от моркови
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCarrotSoup	Обичан от бебета и препъри по целия свят.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BeetSoup	Супа от цвекло
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBeetSoup	Вкусна кисела супа от цвекло.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/bobPlant	Растението Боб
I2Languages (I2.Loc.LanguageSourceAsset)	Items/KitchenCupboard	Кухненски шкаф
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Food	Храна
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BookSet	Комплект книги
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Barrel	Варел
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WorkshopShelf	Работна маса
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Material	Материали
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Keycard	Карта за достъп
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Gem	Камък
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BoxSmall	Малък сандък
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BoxLarge	Голяма кутия
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Plant	Засади
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Ammo	Муниции
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Chest	Сандък
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Scraps	Отпадъци
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Seed	Семе
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Bait	Примамка
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Plate	Броня
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Trap	Капан
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Trophy	Трофей
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinutemanLetter	Писмо от Минуteman
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Cup	Чаша
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ChickenLeg	Пилешка бутче
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyChickenLeg	Много вкусно, а можеш и да хвърлиш кост на местно куче. Ако видиш такова.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinesElevatorController	Контролер на асансьора
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinesElevator	Асансьор
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PlaneFortObserver	Самолет
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPlaneFortObserver	Тези изтребители са малко остарели, но все още стават за основни задачи по наблюдение и контрол.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AntenaForObserver	Антена
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAntenaForObserver	Позволява да се приемат радиопредавания от големи разстояния.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ArtificialHorizon	Хоризонт на изработката
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesArtificialHorizon	Напреднал жироскопски полетен инструмент. Необходима част за изработката на ракета.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyDryier	Полезна за сушене на определени плодове и зеленчуци.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Granade	Граната
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyGranade	Основна граната. Нанася някакви щети и зашеметява враговете. Можеш също да я разглобиш, за да получиш рецептата ѝ.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SmokeBomb	Димен гранатомет
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeySmokeBomb	Страхотно за излизане от трудни ситуации. Зашеметява и отблъсква враговете около теб. Можеш също да го разглобиш, за да получиш рецептата му.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Dynamit	Динамит
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyDynamit	Причинява мощна експлозия, която нанася много щети. Можеш също да го разглобиш, за да получиш рецептата му.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ComicsSet	Колекция от комикси
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesComicsSet	Забележителна колекция от комикси, от класически супергеройски истории до някои шантави списания.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RocketLauncher	Ракетата е готова за изстрелване. Натисни I2, за да я използваш.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BrazenSerpentModel	Модел на сателит Brazen Serpent
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyBrazenSerpentModel	Това е малката метална джаджа, която ни създава всички проблеми. Сателит, който ни прави безчувствени, послушни или агресивни.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MindControlTool	Инструмент за контрол на ума
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyMindControlTool	Прототип на прост инструмент за контрол на ума. По-късно беше измислен метод за изпращане на вълни от големи разстояния.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Scans	Скенер на мозъка и рентгенови снимки
